Job Satisfaction,Salary,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Year,Latitude,Longitude
8,106000,"New York, NY, US",Senior Architect,,101-200,,,,,,8-10,36-40,Male,No,,,,2024,40.7127281,-74.0060152
6,41600,"San Antonio, TX, US",Junior Designer,Individual,2-5,,Unpaid Overtime,15.0,"2,300",Full-time,2,26-30,Male,No,University of Texas at San Antonio,,,2024,29.4246002,-98.4951405
3,80000,"Charlotte, NC, US",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,14.0,"2,000",Full-time,8-10,31-35,Female,Licensed,University of Florida,University of North Carolina at Charlotte,,2024,35.2272086,-80.8430827
10,130000,"San Antonio, TX, US",Senior Architect,Other,501+,Yes,No Overtime,25.0,"13,000",Full-time,8-10,31-35,Male,Licensed,,,,2024,29.4246002,-98.4951405
8,82800,"Minnesota, US",Intermediate Architect,Corporate,201-500,Yes,No Overtime,20.0,"1,000",Full-time,3-5,31-35,Male,Licensed,,,,2024,45.9896587,-94.6113288
8,225000,"New York, NY, US",Senior Architect,Other,11-15,Yes,,15.0,,Full-time,21-25,56-60,Male,Licensed,University of Illinois Chicago,Pratt Institute,,2024,40.7127281,-74.0060152
6,78500,"Austin, TX, US",Intermediate Designer,Other,11-15,Yes,Unpaid Overtime,20.0,"10,000",Full-time,3-5,26-30,Male,No,University of Dallas,,,2024,30.2711286,-97.7436995
10,110000,"Los Angeles, CA, US",Associate,Corporate,501+,Yes,Unpaid Overtime,,,Full-time,8-10,36-40,Female,Licensed,,,,2024,34.0536909,-118.242766
8,118000,"San Francisco, CA, US",Project Manager,Boutique,31-50,Yes,Unpaid Overtime,15.0,"5,000",Full-time,11-15,31-35,Male,Licensed,,,,2024,37.7792588,-122.4193286
8,108000,"Detroit, MI, US",Senior Architect,Boutique,51-100,Yes,Unpaid Overtime,18.0,"2,000",Full-time,8-10,31-35,Male,Licensed,University of Detroit Mercy,University of Detroit Mercy,,2024,42.3315509,-83.0466403
8,50000,"Detroit, MI, US",Designer,,2-5,,No Overtime,,"1,000",Full-time,2,21-25,Female,No,University of Detroit Mercy,University of Detroit Mercy,,2024,42.3315509,-83.0466403
6,69000,"New York, NY, US",Junior Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,"3,000",Full-time,3,26-30,Female,No,University of Detroit Mercy,University of Detroit Mercy,,2024,40.7127281,-74.0060152
10,37440,"Detroit, MI, US",Intern,Corporate,51-100,,Paid Overtime,,,Full-time,2,21-25,Female,No,University of Detroit Mercy,University of Detroit Mercy,,2024,42.3315509,-83.0466403
8,225000,"Seattle, WA, US",Principal,Corporate,51-100,Yes,Unpaid Overtime,25.0,"10,000",Full-time,16-20,41-45,Female,Licensed,Washington State University,,,2024,47.6038321,-122.330062
8,125000,"New York, NY, US",Project Manager,Corporate,501+,Yes,No Overtime,30.0,"13,000",Full-time,3-5,31-35,Female,No,,Yale University,,2024,40.7127281,-74.0060152
6,61000,"Asbury Park, NJ, US",Associate,,6-10,Yes,,,,,3-5,31-35,Female,No,,,,2024,40.2203907,-74.0120817
7,85000,"Los Angeles, CA, US",Project Manager,Individual,2-5,Yes,No Overtime,10.0,"2,500",Full-time,8-10,31-35,Male,No,,,,2024,34.0536909,-118.242766
8,130000,"Chicago, IL, US",Associate,,51-100,,,,,,16-20,41-45,Female,No,,,,2024,41.8755616,-87.6244212
7,74000,"Detroit, MI, US",Designer,Corporate,51-100,Yes,Paid Overtime,21.0,"2,000",Full-time,3-5,21-25,Female,No,University of Detroit Mercy,University of Detroit Mercy,,2024,42.3315509,-83.0466403
5,72000,"Minneapolis, MN, US",Designer,Boutique,6-10,Yes,Unpaid Overtime,12.0,"1,000",Full-time,6-7,31-35,Male,No,South Dakota State University,South Dakota State University,,2024,44.9772995,-93.2654692
8,73500,"Washington, DC, US",Job Captain,Corporate,201-500,Yes,Paid Overtime,15.0,"3,000",Full-time,6-7,31-35,Female,No,,,,2024,38.8950368,-77.0365427
8,83678,"Washington, DC, US",Associate,Corporate,501+,Yes,,21.0,"1,800",Full-time,6-7,26-30,Male,Licensed,Northeastern University,Northeastern University,,2024,38.8950368,-77.0365427
7,87360,"Detroit, MI, US",Project Architect,Corporate,101-200,Yes,Paid Overtime,15.0,"6,000",Full-time,8-10,31-35,Female,Licensed,University of Michigan,University of Michigan,,2024,42.3315509,-83.0466403
5,150000,"Washington, DC, US",BIM Specialist,,51-100,Yes,,,,,11-15,51-55,Male,No,,,,2024,38.8950368,-77.0365427
7,55000,"Bentonville, AR, US",Junior Designer,Corporate,31-50,Yes,Unpaid Overtime,,500,Full-time,1,21-25,Female,No,University of Arkansas,,,2024,36.3728538,-94.2088172
7,57500,"Bentonville, AR, US",Junior Designer,Corporate,31-50,Yes,Unpaid Overtime,10.0,"2,000",Full-time,3-5,26-30,Other,No,University of Arkansas,,,2024,36.3728538,-94.2088172
8,115000,"New York, NY, US",Designer,Corporate,201-500,Yes,Paid Overtime,,,Full-time,8-10,31-35,Male,No,University of North Carolina at Greensboro,University of North Carolina at Charlotte,,2024,40.7127281,-74.0060152
9,59000,"Chicago, IL, US",Junior Architect,Corporate,31-50,,Unpaid Overtime,10.0,"4,000",Full-time,1,21-25,Male,No,University of Detroit Mercy,,,2024,41.8755616,-87.6244212
5,47000,"Rogers, AR, US",Designer,Other,16-30,Yes,Unpaid Overtime,,,Full-time,1,21-25,Female,No,University of Arkansas,,,2024,36.3330154,-94.1166283
9,65800,"Detroit, MI, US",Designer,Corporate,201-500,Yes,Unpaid Overtime,16.0,"5,100",Full-time,6-7,31-35,Female,No,University of Illinois at Urbana-Champaign,University of Michigan,,2024,42.3315509,-83.0466403
8,61000,"Austin, TX, US",Junior Designer,,201-500,Yes,,10.0,,Full-time,1,21-25,Female,No,The University of Oklahoma,,,2024,30.2711286,-97.7436995
8,119600,"Boston, MA, US",Project Manager,Boutique,51-100,Yes,No Overtime,20.0,,Full-time,21-25,41-45,Female,Licensed,Boston Architectural College (BAC),,,2024,42.3554334,-71.060511
6,168000,"San Francisco, CA, US",Senior Architect,Corporate,501+,Yes,Unpaid Overtime,20.0,"5,000",Full-time,21-25,51-55,Male,Licensed,,Texas A&M University,,2024,37.7792588,-122.4193286
6,55000,"Belfast Junction, PA, US",Associate,,51-100,,,,,,16-20,46-50,Male,No,,,,2024,40.7658167,-75.2715489
6,63000,"Los Angeles, CA, US",Junior Architect,Boutique,2-5,,Unpaid Overtime,15.0,,Full-time,3-5,41-45,Female,No,Rhode Island School of Design (RISD),University of Southern California (USC),,2024,34.0536909,-118.242766
7,185000,"Seattle, WA, US",Principal,Other,11-15,Yes,Unpaid Overtime,30.0,"50,000",Full-time,31-40,56-60,Male,Licensed,,,,2024,47.6038321,-122.330062
8,78000,"Phoenix, AZ, US",Designer,Boutique,16-30,Yes,Unpaid Overtime,10.0,"2,000",Full-time,6-7,31-35,Male,No,University of Arizona,,,2024,33.4484367,-112.074141
6,79000,"New York, NY, US",Junior Designer,Boutique,16-30,Yes,No Overtime,23.0,,,3-5,26-30,Female,No,New York University (NYU),Yale University,,2024,40.7127281,-74.0060152
6,102000,"New York, NY, US",Project Manager,Boutique,16-30,Yes,No Overtime,23.0,,Full-time,8-10,31-35,Female,Licensed,University of Illinois at Urbana-Champaign,Yale University,,2024,40.7127281,-74.0060152
8,93000,"New York, NY, US",Senior Designer,Boutique,16-30,Yes,No Overtime,23.0,,Full-time,8-10,36-40,Female,No,,,,2024,40.7127281,-74.0060152
5,84000,"New York, NY, US",Intermediate Designer,Boutique,16-30,Yes,No Overtime,20.0,,Full-time,6-7,31-35,Female,No,,,,2024,40.7127281,-74.0060152
6,75000,"New York, NY, US",Designer,Corporate,501+,Yes,Unpaid Overtime,,,Full-time,1,26-30,Male,No,,,,2024,40.7127281,-74.0060152
6,160000,"Washington, DC, US",Principal,,501+,Yes,,,,,16-20,46-50,Female,Licensed,,,,2024,38.8950368,-77.0365427
9,110000,"San Francisco, CA, US",Job Captain,Boutique,51-100,Yes,No Overtime,15.0,"20,000",Full-time,8-10,31-35,Male,Licensed,"California Polytechnic State University, San Luis Obispo",,,2024,37.7792588,-122.4193286
7,65000,"New York, NY, US",Interior Designer,Starchitect,6-10,Yes,Unpaid Overtime,5.0,,Full-time,< 1,26-30,Female,No,Parsons School of Design,,,2024,40.7127281,-74.0060152
5,105000,"Houston, TX, US",Project Manager,Other,16-30,Yes,Unpaid Overtime,14.0,"10,000",Full-time,6-7,31-35,Female,No,Texas A&M University,University of Houston,,2024,29.7589382,-95.3676974
10,110000,"San Diego, CA, US",Project Manager,Other,16-30,Yes,Paid Overtime,15.0,"10,000",Full-time,8-10,31-35,Female,Licensed,,,,2024,32.7174202,-117.162772
7,100000,"Washington, DC, US",Senior Architect,,501+,,,,,,11-15,31-35,Female,No,,,,2024,38.8950368,-77.0365427
10,67400,"New Orleans, LA, US",Designer,Corporate,16-30,Yes,Paid Overtime,15.0,"2,500",Full-time,2,26-30,Female,No,,,,2024,29.9759983,-90.0782127
9,72000,"Detroit, MI, US",Intermediate Architect,,101-200,Yes,,15.0,,Full-time,6-7,26-30,Female,Licensed,,,,2024,42.3315509,-83.0466403
5,103000,"Denver, CO, US",Project Manager,,51-100,Yes,No Overtime,23.0,"10,000",Full-time,8-10,31-35,Female,Licensed,,University of Colorado at Denver,,2024,39.7392364,-104.984862
8,145000,"Atlanta, GA, US",Principal,Corporate,501+,Yes,,,,Full-time,21-25,41-45,Female,Licensed,,,,2024,33.7489924,-84.3902644
8,77760,"Denver, CO, US",Principal,Individual,2-5,,No Overtime,28.0,,Full-time,11-15,36-40,Female,Licensed,,,,2024,39.7392364,-104.984862
6,85000,"Saint Petersburg, FL, US",Project Manager,,31-50,Yes,,21.0,,,6-7,31-35,Female,Licensed,,,,2024,27.7700475,-82.6359078
6,130000,"New York, NY, US",Project Manager,Corporate,501+,Yes,Unpaid Overtime,15.0,"10,000",Full-time,8-10,36-40,Male,Licensed,Villanova University,NewSchool of Architecture & Design,,2024,40.7127281,-74.0060152
3,155000,"Boston, MA, US",Senior Architect,Corporate,201-500,Yes,No Overtime,21.0,"13,000",Full-time,11-15,36-40,Female,Licensed,,,,2024,42.3554334,-71.060511
6,100000,"Florida, US",Project Manager,Corporate,51-100,Yes,Unpaid Overtime,10.0,"5,000",Full-time,8-10,36-40,Female,Licensed,Florida A&M University,Florida A&M University,,2024,27.7567667,-81.4639835
6,170000,"Los Angeles, CA, US",Job Captain,Starchitect,31-50,Yes,No Overtime,65.0,,Full-time,11-15,36-40,Male,No,NYU Tisch/ITP,Columbia University,,2024,34.0536909,-118.242766
5,65000,"Abilene, TX, US",Interior Designer,Other,51-100,Yes,Paid Overtime,,"6,000",Full-time,3-5,26-30,Female,Licensed,,,,2024,32.44645,-99.7475905
8,83000,"Ann Arbor, MI, US",Project Architect,,101-200,,,,,,8-10,31-35,Male,No,,,,2024,42.2813722,-83.7484616
7,110000,"Detroit, MI, US",Associate,Corporate,501+,Yes,No Overtime,15.0,"5,000",Full-time,11-15,31-35,Male,No,University of Michigan,,,2024,42.3315509,-83.0466403
7,75300,"Denver, CO, US",Intermediate Architect,Corporate,501+,Yes,Unpaid Overtime,12.0,"3,000",Full-time,6-7,26-30,Male,Licensed,Kansas State University,Kansas State University,,2024,39.7392364,-104.984862
6,60000,"Saint Louis, MO, US",Junior Architect,Corporate,101-200,Yes,No Overtime,12.0,,Full-time,1,26-30,Female,No,University of Arkansas,Washington University in St. Louis,,2024,38.6280278,-90.1910154
9,86000,"Boston, MA, US",Project Manager,,2-5,,Paid Overtime,15.0,"1,000",Full-time,6-7,31-35,Other,No,,,,2024,42.3554334,-71.060511
9,117810,"Nashville, TN, US",Project Manager,Other,501+,Yes,No Overtime,100.0,"11,781",Full-time,11-15,36-40,Female,Licensed,Auburn University,,,2024,36.1622767,-86.7742984
4,83000,"Nashville, TN, US",Senior Designer,Corporate,51-100,Yes,No Overtime,10.0,"6,500",Full-time,11-15,31-35,Female,Licensed,Auburn University,,,2024,36.1622767,-86.7742984
6,97000,"Phoenix, AZ, US",Project Architect,,51-100,Yes,Unpaid Overtime,20.0,"3,000",Full-time,8-10,31-35,Female,Licensed,The University of Texas at Austin,,,2024,33.4484367,-112.074141
8,96000,"Boston, MA, US",Associate,,51-100,Yes,,15.0,"5,000",,6-7,31-35,Female,No,,,,2024,42.3554334,-71.060511
8,93500,"Dallas, TX, US",Project Architect,,2-5,,,,,,8-10,31-35,Female,No,,,,2024,32.7762719,-96.7968559
7,84000,"Saint Louis, MO, US",Project Architect,Boutique,31-50,Yes,Unpaid Overtime,20.0,"1,200",Full-time,8-10,31-35,Male,Licensed,University of Missouri - Columbia,The University of Kansas,,2024,38.6280278,-90.1910154
8,90000,"New York, NY, US",Intermediate Designer,,101-200,Yes,,15.0,"2,500",,3-5,26-30,Female,No,,,,2024,40.7127281,-74.0060152
8,75000,"Las Vegas, NV, US",Job Captain,Individual,51-100,Yes,Unpaid Overtime,17.0,"1,300",Full-time,6-7,31-35,Female,No,,,,2024,36.1672559,-115.148516
4,60000,"Winchester, VA, US",Designer,Boutique,6-10,Yes,Unpaid Overtime,10.0,800,Full-time,3-5,26-30,Male,No,Virginia Polytechnic Institute and State University (Virginia Tech),,,2024,39.1852184,-78.1652404
8,76000,"Washington, DC, US",Junior Designer,Individual,16-30,Yes,No Overtime,20.0,"2,000",Full-time,2,26-30,Female,No,Marist College,George Washington University,,2024,38.8950368,-77.0365427
8,83200,"San Francisco, CA, US",Intermediate Designer,Boutique,16-30,Yes,Paid Overtime,15.0,"2,500",Full-time,6-7,36-40,Female,No,,Georgia Institute of Technology (Georgia Tech),,2024,37.7792588,-122.4193286
7,160000,"Boston, MA, US",Principal,Corporate,201-500,Yes,Unpaid Overtime,20.0,"10,000",Full-time,16-20,36-40,Female,No,,,,2024,42.3554334,-71.060511
4,100000,"Dallas, TX, US",Project Architect,Corporate,101-200,Yes,Unpaid Overtime,15.0,0,Full-time,8-10,31-35,Male,Licensed,Texas Tech University,Texas Tech University,,2024,32.7762719,-96.7968559
9,130000,"Omaha, NE, US",Principal,,51-100,,Unpaid Overtime,,,Full-time,21-25,41-45,Other,Licensed,,,,2024,41.2587459,-95.9383758
9,70000,"San Francisco, CA, US",Designer,Other,101-200,Yes,Paid Overtime,21.0,,Full-time,< 1,26-30,Female,No,Wesleyan University,University of Virginia,,2024,37.7792588,-122.4193286
7,86000,"New York, NY, US",Intermediate Designer,Other,16-30,Yes,No Overtime,10.0,,Full-time,6-7,31-35,Male,No,Pratt Institute,Columbia University,,2024,40.7127281,-74.0060152
7,147000,"Austin, TX, US",Senior Architect,Corporate,101-200,Yes,Paid Overtime,23.0,"25,000",Full-time,16-20,36-40,Female,Licensed,University of Michigan,The University of Texas at Austin,,2024,30.2711286,-97.7436995
8,67000,"Washington, DC, US",Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,"7,500",Full-time,3,26-30,Female,No,,,,2024,38.8950368,-77.0365427
6,105000,"Greenwich, CT, US",Senior Designer,Individual,6-10,Yes,No Overtime,22.0,"12,000",Full-time,6-7,26-30,Male,No,,,,2024,41.0264862,-73.6284598
8,71200,"Denver, CO, US",Job Captain,Corporate,501+,Yes,Unpaid Overtime,12.0,"4,500",Full-time,3,26-30,Female,No,,,,2024,39.7392364,-104.984862
7,94000,"Portland, OR, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,20.0,"5,000",Full-time,8-10,31-35,Male,Licensed,,,,2024,45.5202471,-122.674194
6,115000,"Oakland, CA, US",Job Captain,Corporate,501+,Yes,No Overtime,10.0,"10,000",Full-time,11-15,36-40,Female,No,,,,2024,37.8044557,-122.271356
4,56000,"Dayton, OH, US",Designer,,6-10,,,,,,6-7,36-40,Male,No,,,,2024,39.7589478,-84.1916069
6,111400,"Atlanta, GA, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,19.0,"15,000",Full-time,8-10,31-35,Female,Licensed,University of Florida,Washington University in St. Louis,,2024,33.7489924,-84.3902644
6,55000,"Philadelphia, PA, US",Junior Designer,Corporate,31-50,Yes,Unpaid Overtime,5.0,"2,000",Full-time,2,21-25,Male,No,Northeastern University,,,2024,39.9527237,-75.1635262
8,74505,"Ann Arbor, MI, US",Designer,Corporate,101-200,Yes,Paid Overtime,14.0,"1,500",Full-time,8-10,31-35,Female,No,University of Michigan,Lawrence Technological University,,2024,42.2813722,-83.7484616
7,47840,"Detroit, MI, US",Designer,Corporate,201-500,Yes,Paid Overtime,15.0,500,Full-time,3,26-30,Female,No,Lawrence Technological University,,,2024,42.3315509,-83.0466403
8,105000,"Austin, TX, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,20.0,"3,500",Full-time,11-15,31-35,Female,Licensed,The University of Texas at Austin,,,2024,30.2711286,-97.7436995
9,70720,"Detroit, MI, US",Designer,Corporate,201-500,Yes,Unpaid Overtime,16.0,"5,100",Full-time,6-7,26-30,Female,No,University of Detroit Mercy,University of Detroit Mercy,,2024,42.3315509,-83.0466403
8,93000,"Washington, DC, US",Project Architect,Boutique,11-15,Yes,No Overtime,17.0,"5,000",Full-time,6-7,31-35,Female,Licensed,University of Pittsburgh,Virginia Polytechnic Institute and State University (Virginia Tech),,2024,38.8950368,-77.0365427
10,117000,"Saint Louis, MO, US",Project Manager,Corporate,201-500,Yes,Unpaid Overtime,20.0,"23,000",Full-time,16-20,36-40,Female,Licensed,University of Missouri - Columbia,,,2024,38.6280278,-90.1910154
7,92000,"Phoenix, AZ, US",Senior Designer,Corporate,201-500,Yes,Unpaid Overtime,,,Full-time,11-15,36-40,Female,Licensed,,,,2024,33.4484367,-112.074141
7,72000,"Portland, OR, US",Designer,Corporate,501+,Yes,Unpaid Overtime,20.0,"5,000",Full-time,6-7,26-30,Male,No,University of Virginia,University of Virginia,,2024,45.5202471,-122.674194
6,120000,"Miami, FL, US",Interior Architect,Boutique,16-30,Yes,Unpaid Overtime,20.0,"10,000",Full-time,11-15,31-35,Female,No,Florida International University,Florida International University,,2024,25.7741728,-80.19362
6,75000,"Maine, US",Senior Designer,,51-100,Yes,Unpaid Overtime,15.0,"3,000",Full-time,11-15,36-40,Female,No,,,,2024,45.709097,-68.8590201
8,66000,"Orlando, FL, US",Project Architect,Other,51-100,Yes,Unpaid Overtime,12.0,"3,000",Full-time,3-5,26-30,Female,Licensed,Carnegie Mellon University,,,2024,28.5421109,-81.3790304
9,72000,"Portland, OR, US",Junior Architect,,6-10,Yes,Unpaid Overtime,21.0,"3,200",Full-time,3,26-30,Female,Licensed,,University of Virginia,,2024,45.5202471,-122.674194
7,91000,"Charlotte, NC, US",Project Manager,Corporate,201-500,Yes,Unpaid Overtime,,,Full-time,11-15,41-45,Female,Licensed,,,,2024,35.2272086,-80.8430827
6,85000,"Los Angeles, CA, US",Job Captain,Corporate,201-500,Yes,Unpaid Overtime,21.0,,Full-time,3-5,31-35,Male,No,,Southern California Institute of Architecture (SCI-Arc),,2024,34.0536909,-118.242766
6,85000,"Boston, MA, US",Designer,Corporate,31-50,Yes,Unpaid Overtime,25.0,"2,000",Full-time,8-10,31-35,Male,No,Wentworth Institute of Technology,Wentworth Institute of Technology,,2024,42.3554334,-71.060511
9,88000,"New York, NY, US",Job Captain,Corporate,501+,Yes,No Overtime,10.0,"2,000",Full-time,8-10,31-35,Female,No,New Jersey Institute of Technology (NJIT),,,2024,40.7127281,-74.0060152
8,77500,"Phoenix, AZ, US",Project Architect,,6-10,Yes,Unpaid Overtime,15.0,"4,000",Full-time,3-5,26-30,Male,Licensed,,,,2024,33.4484367,-112.074141
7,84000,"Santa Monica, CA, US",Senior Designer,Boutique,31-50,Yes,No Overtime,15.0,"1,600",Full-time,6-7,31-35,Male,No,University of Southern California (USC),,,2024,34.0194704,-118.491227
7,109000,"Raleigh, NC, US",Associate,Boutique,101-200,Yes,Unpaid Overtime,21.0,"7,000",Full-time,11-15,31-35,Female,No,,,,2024,35.7803977,-78.6390989
4,70000,"New York, NY, US",Job Captain,Corporate,16-30,,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,No,New York City College of Technology,,,2024,40.7127281,-74.0060152
7,76000,"New York, NY, US",Designer,Corporate,101-200,Yes,Unpaid Overtime,18.0,"2,000",,2,26-30,Female,No,,,,2024,40.7127281,-74.0060152
6,56500,"Virginia, US",Junior Architect,Individual,11-15,Yes,No Overtime,,,Full-time,3,26-30,Male,No,Rizvi College of Architecture,Virginia Polytechnic Institute and State University (Virginia Tech),,2024,37.1232245,-78.4927721
7,90000,"New York, NY, US",Senior Designer,Corporate,51-100,Yes,No Overtime,15.0,,Full-time,8-10,31-35,Male,No,Syracuse University,,,2024,40.7127281,-74.0060152
4,135000,"Houston, TX, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,15.0,"10,000",Full-time,8-10,31-35,Male,No,,,,2024,29.7589382,-95.3676974
6,72000,"Portland, OR, US",Job Captain,Other,6-10,Yes,No Overtime,15.0,"2,000",Full-time,3-5,31-35,Female,No,University of Michigan,University of Illinois Chicago,,2024,45.5202471,-122.674194
8,135000,"Boston, MA, US",Project Architect,Corporate,201-500,Yes,Unpaid Overtime,21.0,"2,500",Full-time,11-15,36-40,Female,Licensed,Temple University,,,2024,42.3554334,-71.060511
6,61200,"Austin, TX, US",Designer,Corporate,501+,Yes,Paid Overtime,15.0,,Full-time,3,26-30,Male,No,University of Mumbai,The University of Texas at Austin,,2024,30.2711286,-97.7436995
7,301600,"San Francisco, CA, US",Project Architect,Boutique,16-30,Yes,Paid Overtime,,,Full-time,21-25,46-50,Female,Licensed,University of Washington,,,2024,37.7792588,-122.4193286
4,103000,"New York, NY, US",Associate,Individual,31-50,Yes,No Overtime,28.0,"5,000",Full-time,8-10,31-35,Female,Licensed,Tulane University,Tulane University,,2024,40.7127281,-74.0060152
6,65000,"Abilene, TX, US",Designer,Other,51-100,Yes,Paid Overtime,30.0,"4,000",Full-time,6-7,26-30,Female,No,The University of Kansas,,,2024,32.44645,-99.7475905
8,74000,"Boston, MA, US",Designer,,6-10,,Paid Overtime,10.0,,Full-time,2,26-30,Female,No,,,,2024,42.3554334,-71.060511
