Job Satisfaction,Salary,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Year,Latitude,Longitude
10,42500,"Denver, CO, US",Intern,Corporate,31-50,Yes,Paid Overtime,14.0,,Full-time,< 1,21-25,Male,No,University of Louisiana at Lafayette,University of Louisiana at Lafayette,,2018,39.7392364,-104.984862
10,100000,"New York, NY, US",Senior Architect,Individual,16-30,,No Overtime,14.0,"2,500",Full-time,> 40,66-70,Male,Licensed,Pratt Institute,George Washington University,,2018,40.7127281,-74.0060152
7,50000,"Atlanta, GA, US",Landscape Architect,Boutique,2-5,Yes,,20.0,,,2,21-25,Male,No,University of Georgia,,,2018,33.7489924,-84.3902644
4,60000,"Portland, OR, US",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,,Full-time,6-7,31-35,Male,No,"California State Polytechnic University, Pomona",Columbia University,,2018,45.5202471,-122.674194
8,120000,"Angels Camp, CA, US",CEO,Other,16-30,Yes,No Overtime,15.0,"10,000",Full-time,11-15,41-45,Male,Licensed,Carnegie Mellon University,Stanford University,,2018,38.0695732,-120.540503
6,68000,"Seattle, WA, US",Project Architect,,101-200,Yes,,,,,8-10,31-35,Female,Licensed,,,,2018,47.6038321,-122.330062
6,76000,"New York, NY, US",Designer,Corporate,501+,Yes,No Overtime,15.0,,Full-time,3-5,26-30,Male,Licensed,Ball State University,Clemson University,,2018,40.7127281,-74.0060152
7,81000,"San Francisco, CA, US",Job Captain,,31-50,,,,,,6-7,26-30,Female,No,,,,2018,37.7792588,-122.4193286
6,68000,"New York, NY, US",Designer,,51-100,,,,,,3-5,26-30,Female,No,,,,2018,40.7127281,-74.0060152
9,58000,"Los Angeles, CA, US",BIM Specialist,,31-50,,,,,,< 1,31-35,Male,No,,,,2018,34.0536909,-118.242766
5,60000,"San Antonio Viejo, TX, US",Project Architect,Corporate,51-100,Yes,,,250,Full-time,6-7,36-40,Male,Licensed,Western Washington University,University of Michigan,,2018,26.955602,-98.8328051
10,85000,"New York, NY, US",Designer,Other,101-200,Yes,No Overtime,18.0,,Full-time,6-7,31-35,Male,Licensed,Ball State University,Clemson University,,2018,40.7127281,-74.0060152
6,63000,"Boston, MA, US",Junior Architect,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Male,Licensed,Syracuse University,,,2018,42.3554334,-71.060511
8,42000,"New York, NY, US",Junior Designer,Boutique,6-10,,Unpaid Overtime,20.0,,Freelance,3-5,26-30,Male,No,,Columbia University,,2018,40.7127281,-74.0060152
10,56000,"Boston, MA, US",Junior Architect,Corporate,31-50,Yes,Paid Overtime,18.0,"2,500",,2,26-30,Female,No,,Washington University in St. Louis,,2018,42.3554334,-71.060511
8,130000,"Fremont, CA, US",Owner,Individual,1,,No Overtime,,,Freelance,21-25,51-55,Male,Licensed,"California Polytechnic State University, San Luis Obispo",,,2018,37.5482697,-121.988571
8,58500,"Denver, CO, US",Project Architect,Other,31-50,Yes,Paid Overtime,21.0,"4,000",Full-time,6-7,36-40,Male,Licensed,,,,2018,39.7392364,-104.984862
8,31200,"Cape Girardeau, MO, US",Intern,Corporate,51-100,Yes,Paid Overtime,10.0,,Full-time,1,21-25,Male,No,University of Arizona,,,2018,37.3034933,-89.5230357
10,156000,"Saratoga Springs, NY, US",Owner,Individual,1,,Paid Overtime,30.0,,Full-time,16-20,41-45,Male,Licensed,Syracuse University,,,2018,43.0821793,-73.7853915
10,120000,"Denver, CO, US",Project Architect,Boutique,2-5,,No Overtime,,,Freelance,8-10,41-45,Female,Licensed,,,,2018,39.7392364,-104.984862
7,63000,"Orlando, FL, US",Associate,,6-10,,,,"1,600",,6-7,31-35,Male,Licensed,,,,2018,28.5421109,-81.3790304
6,90000,"New York, NY, US",Project Architect,Boutique,11-15,Yes,,10.0,,Full-time,8-10,36-40,Male,No,,,,2018,40.7127281,-74.0060152
3,100000,"San Francisco, CA, US",Project Architect,Boutique,11-15,Yes,Unpaid Overtime,10.0,,Full-time,11-15,36-40,Male,No,Colorado State University,Academy Of Art University,,2018,37.7792588,-122.4193286
8,46000,"Chicago, IL, US",Designer,,31-50,Yes,Unpaid Overtime,10.0,,Full-time,1,21-25,Female,No,Tulane University,Tulane University,,2018,41.8755616,-87.6244212
5,137000,"New York, NY, US",Principal,,51-100,Yes,Unpaid Overtime,15.0,"15,000",Full-time,16-20,46-50,Male,No,,Columbia University,,2018,40.7127281,-74.0060152
10,82500,"New York, NY, US",Job Captain,Corporate,101-200,Yes,Unpaid Overtime,10.0,"2,000",Full-time,8-10,26-30,Male,No,,,,2018,40.7127281,-74.0060152
7,110000,"San Francisco, CA, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,16.0,"4,000",Full-time,11-15,51-55,Female,Licensed,The University of Texas at Austin,University of Oregon,,2018,37.7792588,-122.4193286
8,72000,"Tulsa, OK, US",Senior Designer,Starchitect,2-5,Yes,No Overtime,20.0,,Full-time,26-30,56-60,Female,Licensed,The University of Oklahoma,,,2018,36.1563122,-95.9927516
7,74000,"New York, NY, US",Project Manager,,6-10,,,,,,6-7,31-35,Female,No,,,,2018,40.7127281,-74.0060152
7,45000,"Cincinnati, OH, US",Junior Designer,Corporate,101-200,Yes,Unpaid Overtime,18.0,,Full-time,< 1,21-25,Male,No,Miami University,,,2018,39.1014537,-84.5124602
8,80000,"San Francisco, CA, US",Job Captain,Boutique,16-30,Yes,Unpaid Overtime,10.0,"3,000",Full-time,3-5,26-30,Male,No,,,,2018,37.7792588,-122.4193286
10,97500,"Hauppauge, NY, US",Designer,Other,51-100,Yes,Unpaid Overtime,15.0,"5,000",Full-time,21-25,46-50,Female,Licensed,,,,2018,40.8256537,-73.2026138
8,24960,"Milwaukee, WI, US",Intern,,6-10,,Paid Overtime,,,Full-time,1,18-20,Female,No,,,,2018,43.0386475,-87.9090751
9,71000,"Richmond, VA, US",Project Architect,Other,16-30,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Male,Licensed,,Virginia Polytechnic Institute and State University (Virginia Tech),,2018,37.5385087,-77.43428
7,60000,"New Jersey, US",Job Captain,,31-50,,,,,,6-7,41-45,Female,No,,,,2018,40.0757384,-74.4041622
8,90000,"Los Angeles, CA, US",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,"5,000",Full-time,11-15,46-50,Female,Licensed,Southern California Institute of Architecture (SCI-Arc),Southern California Institute of Architecture (SCI-Arc),,2018,34.0536909,-118.242766
6,55000,"New York, NY, US",Junior Architect,Starchitect,51-100,Yes,Unpaid Overtime,20.0,,Full-time,2,26-30,Male,No,,University of Virginia,,2018,40.7127281,-74.0060152
10,45000,"New York, NY, US",Junior Architect,Boutique,6-10,Yes,Unpaid Overtime,10.0,,Full-time,2,31-35,Female,No,,University of Virginia,,2018,40.7127281,-74.0060152
2,68000,"San Francisco, CA, US",Designer,Corporate,501+,Yes,Unpaid Overtime,17.0,,Full-time,3,26-30,Female,Licensed,,Yale University,,2018,37.7792588,-122.4193286
7,41600,"Los Angeles, CA, US",Intern,Starchitect,31-50,,Unpaid Overtime,10.0,,Full-time,3,26-30,Male,No,"California State University, San Bernardino",Southern California Institute of Architecture (SCI-Arc),,2018,34.0536909,-118.242766
5,75000,"Boulder, CO, US",Project Manager,,16-30,,,,,,11-15,36-40,Male,Licensed,,,,2018,40.0149856,-105.270545
7,80000,"Boston, MA, US",Project Architect,Boutique,31-50,Yes,Unpaid Overtime,20.0,"3,000",Full-time,8-10,31-35,Female,Licensed,,,,2018,42.3554334,-71.060511
4,50000,"Los Angeles, CA, US",Junior Architect,Boutique,16-30,Yes,No Overtime,14.0,"1,000",Full-time,3-5,31-35,Female,No,,,,2018,34.0536909,-118.242766
7,66000,"San Francisco, CA, US",Designer,,16-30,,No Overtime,10.0,"10,000",Full-time,3-5,31-35,Male,No,UC Berkeley CED,,,2018,37.7792588,-122.4193286
10,58000,"Chicago, IL, US",Designer,Corporate,6-10,Yes,Paid Overtime,21.0,"2,000",Full-time,3,26-30,Female,No,,,,2018,41.8755616,-87.6244212
10,85000,"New York, NY, US",Project Architect,Other,501+,Yes,No Overtime,15.0,"3,000",Full-time,6-7,26-30,Female,Licensed,University of Arizona,,,2018,40.7127281,-74.0060152
8,75000,"Boston, MA, US",Interior Architect,Boutique,6-10,Yes,No Overtime,15.0,"1,500",Full-time,6-7,31-35,Male,No,,Rhode Island School of Design (RISD),,2018,42.3554334,-71.060511
9,45000,"Baton Rouge, LA, US",Junior Architect,Boutique,11-15,Yes,No Overtime,15.0,"1,000",Full-time,3-5,26-30,Male,No,University of Louisiana at Lafayette,Louisiana State University,,2018,30.4494155,-91.1869659
10,58000,"Portland, OR, US",Intermediate Designer,Boutique,31-50,Yes,,21.0,"1,500",Full-time,6-7,26-30,Male,No,,,,2018,45.5202471,-122.674194
8,41600,"Seattle, WA, US",Junior Architect,Other,16-30,Yes,Paid Overtime,14.0,"1,000",Full-time,3,26-30,Female,No,Wellesley College,University of Washington,,2018,47.6038321,-122.330062
4,58000,"Chicago, IL, US",Project Architect,Other,31-50,Yes,Paid Overtime,15.0,,Full-time,6-7,31-35,Male,Licensed,Iowa State University,,,2018,41.8755616,-87.6244212
4,45000,"Atlanta, GA, US",Junior Architect,,16-30,,,,,,2,26-30,Male,No,,,,2018,33.7489924,-84.3902644
7,67500,"Cleveland, OH, US",Associate,Individual,51-100,Yes,No Overtime,10.0,"3,000",Full-time,8-10,31-35,Male,Licensed,,,,2018,41.4996574,-81.6936772
10,215000,"New York, NY, US",Principal,Corporate,501+,Yes,Unpaid Overtime,30.0,"150,000",Full-time,21-25,41-45,Male,No,,,,2018,40.7127281,-74.0060152
9,43680,"Salem, MA, US",Intern,Boutique,11-15,,Paid Overtime,,,Full-time,1,21-25,Female,No,Wentworth Institute of Technology,,,2018,42.5195292,-70.8967226
8,55000,"New York, NY, US",Intermediate Designer,Boutique,6-10,Yes,Unpaid Overtime,10.0,"2,000",Full-time,3,26-30,Female,No,,Harvard University,,2018,40.7127281,-74.0060152
9,110000,"San Jose, CA, US",Principal,Boutique,31-50,Yes,Unpaid Overtime,21.0,"10,000",,16-20,36-40,Male,Licensed,University of Oregon,,,2018,37.3361663,-121.890591
7,64000,"New York, NY, US",Project Architect,,16-30,Yes,Unpaid Overtime,10.0,"1,000",Full-time,6-7,26-30,Female,Licensed,,,,2018,40.7127281,-74.0060152
3,53000,"Philadelphia, PA, US",Designer,Corporate,101-200,Yes,Unpaid Overtime,15.0,200,Full-time,3-5,26-30,Male,No,Drexel University,IE University,,2018,39.9527237,-75.1635262
5,71400,"Pittsburgh, PA, US",Project Architect,Other,16-30,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Female,Licensed,Washington University in St. Louis,University of Illinois at Chicago,Carnegie Mellon University,2018,40.4416941,-79.9900861
9,77000,"Seattle, WA, US",Project Architect,,101-200,,,,,,11-15,36-40,Male,No,,,,2018,47.6038321,-122.330062
9,58000,"San Antonio, TX, US",Project Architect,Corporate,51-100,Yes,Unpaid Overtime,14.0,"3,000",Full-time,3-5,26-30,Female,Licensed,Kansas State University,Kansas State University,,2018,29.4246002,-98.4951405
5,55000,"New York, NY, US",Project Architect,Boutique,2-5,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,Licensed,"University of Maryland School of Architecture, Planning and Preservation",City College of New York (CCNY),,2018,40.7127281,-74.0060152
7,90000,"Los Angeles, CA, US",Associate,Starchitect,101-200,Yes,Unpaid Overtime,75.0,"8,000",Full-time,6-7,36-40,Male,No,Southern California Institute of Architecture (SCI-Arc),,,2018,34.0536909,-118.242766
8,93480,"Oakland, CA, US",Designer,Corporate,501+,Yes,Paid Overtime,15.0,,Full-time,3-5,26-30,Female,No,University of Florida,"University of California, Berkeley",,2018,37.8044557,-122.271356
5,50000,"New York, NY, US",Junior Architect,,6-10,,,,,,1,26-30,Male,No,,,,2018,40.7127281,-74.0060152
7,60320,"Sacramento, CA, US",Designer,Individual,16-30,Yes,Paid Overtime,16.0,"2,000",Full-time,3-5,31-35,Male,No,,,,2018,38.5810606,-121.493895
3,42000,"New York, NY, US",Junior Architect,Boutique,11-15,Yes,,10.0,,Full-time,1,21-25,Female,No,"University College Cork, Ireland",,,2018,40.7127281,-74.0060152
7,42000,"Albany, NY, US",Intermediate Designer,Corporate,31-50,,Paid Overtime,20.0,,Full-time,3-5,46-50,Female,No,Skidmore College,Rensselaer Polytechnic Institute,,2018,42.6511674,-73.754968
8,98000,"Dallas, TX, US",Associate,Other,31-50,Yes,Unpaid Overtime,20.0,"3,000",Full-time,11-15,36-40,Male,Licensed,,,,2018,32.7762719,-96.7968559
7,45760,"Charlottesville, VA, US",Intern,Boutique,6-10,Yes,Paid Overtime,,,Full-time,3,46-50,Male,No,,,,2018,38.029306,-78.4766781
2,48250,"New York, NY, US",Junior Architect,Boutique,11-15,,Unpaid Overtime,10.0,,Full-time,1,21-25,Female,No,,,,2018,40.7127281,-74.0060152
8,47500,"Chicago, IL, US",Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,,Full-time,2,21-25,Female,No,University of Maryland,University of Michigan,,2018,41.8755616,-87.6244212
10,110000,"New Jersey, US",Project Manager,,31-50,Yes,No Overtime,20.0,"10,000",Full-time,16-20,36-40,Male,Licensed,,,,2018,40.0757384,-74.4041622
5,120000,"Dallas, TX, US",Senior Architect,Other,201-500,Yes,Unpaid Overtime,21.0,"5,000",Full-time,31-40,61-65,Male,Licensed,,,,2018,32.7762719,-96.7968559
3,52000,"Saint Louis, MO, US",Designer,Corporate,501+,Yes,Paid Overtime,17.0,"3,500",Full-time,6-7,31-35,Male,No,,,,2018,38.6280278,-90.1910154
3,45000,"New York, NY, US",Junior Architect,Boutique,11-15,Yes,Unpaid Overtime,10.0,"2,000",Full-time,3-5,21-25,Male,No,,,,2018,40.7127281,-74.0060152
8,120000,"Atlanta, GA, US",Project Architect,Corporate,501+,Yes,No Overtime,20.0,"20,000",Full-time,11-15,36-40,Male,Licensed,Georgia Institute of Technology,University of Michigan,,2018,33.7489924,-84.3902644
8,103000,"New York, NY, US",Associate,Corporate,101-200,Yes,No Overtime,20.0,"8,000",Full-time,11-15,36-40,Male,Licensed,The Cooper Union,Columbia University,,2018,40.7127281,-74.0060152
10,95000,"Nashville, TN, US",Principal,Corporate,11-15,Yes,Unpaid Overtime,20.0,"25,000",Full-time,16-20,41-45,Male,Licensed,,,,2018,36.1622767,-86.7742984
8,50000,"Houston, TX, US",Junior Architect,Corporate,501+,,Paid Overtime,,,Full-time,2,21-25,Male,No,,Washington University in St. Louis,,2018,29.7589382,-95.3676974
6,97500,"San Francisco, CA, US",Interior Architect,Corporate,501+,Yes,Paid Overtime,10.0,"10,000",Full-time,11-15,36-40,Female,No,The University of Oklahoma,,,2018,37.7792588,-122.4193286
6,95000,"Atlanta, GA, US",Project Manager,Corporate,101-200,Yes,Unpaid Overtime,20.0,,Full-time,8-10,31-35,Female,Licensed,Auburn University,,,2018,33.7489924,-84.3902644
7,72000,"New York, NY, US",Project Manager,Boutique,11-15,Yes,,10.0,,Full-time,6-7,31-35,Male,No,,,,2018,40.7127281,-74.0060152
6,80000,"New York, NY, US",Project Manager,Corporate,51-100,Yes,,15.0,,Full-time,8-10,26-30,Female,No,Lehigh University,,,2018,40.7127281,-74.0060152
7,80000,"New York, NY, US",Project Manager,Other,51-100,,Unpaid Overtime,10.0,"2,500",Full-time,8-10,26-30,Female,No,,Pratt Institute,,2018,40.7127281,-74.0060152
8,31200,"New York, NY, US",Intern,Boutique,6-10,,,,,Full-time,1,21-25,Female,No,Washington University in St. Louis,,,2018,40.7127281,-74.0060152
5,100000,"Anchorage, AK, US",Project Architect,Boutique,2-5,,Paid Overtime,10.0,,Full-time,8-10,31-35,Male,Licensed,University of Idaho,University of Idaho,,2018,61.2163129,-149.894852
9,70000,"San Francisco, CA, US",Designer,Boutique,16-30,Yes,Paid Overtime,12.0,"5,000",Full-time,6-7,26-30,Female,No,Virginia Polytechnic Institute and State University (Virginia Tech),,,2018,37.7792588,-122.4193286
7,110000,"Chicago, IL, US",Project Manager,Corporate,501+,Yes,,25.0,,Full-time,16-20,36-40,Male,Licensed,,,,2018,41.8755616,-87.6244212
7,65000,"Reno, NV, US",Project Architect,Corporate,31-50,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Male,Licensed,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",,2018,39.5261206,-119.8126581
6,58464,"Oakland, CA, US",Designer,Individual,6-10,Yes,No Overtime,10.0,"1,500",Full-time,2,26-30,Female,No,"University of California, Berkeley",,,2018,37.8044557,-122.271356
7,62000,"Atlanta, GA, US",Junior Architect,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Male,No,Howard University,,,2018,33.7489924,-84.3902644
5,41600,"Brooklyn, NY, US",Designer,Boutique,11-15,Yes,Paid Overtime,10.0,,Full-time,1,21-25,Female,No,University at Buffalo,University of Michigan,,2018,40.6526006,-73.9497211
7,70000,"Illinois, US",Project Architect,Corporate,51-100,Yes,Unpaid Overtime,15.0,"2,000",Full-time,6-7,26-30,Female,Licensed,Illinois Institute of Technology (IIT),,,2018,40.0796606,-89.4337288
6,39520,"New York, NY, US",Intern,,501+,,Paid Overtime,,,Full-time,< 1,21-25,Female,No,,,,2018,40.7127281,-74.0060152
8,125000,"San Francisco, CA, US",Project Manager,Individual,16-30,Yes,No Overtime,10.0,"12,000",Full-time,11-15,31-35,Female,Licensed,UC Berkeley CED,,,2018,37.7792588,-122.4193286
6,67000,"Minneapolis, MN, US",Project Architect,Other,201-500,Yes,Unpaid Overtime,20.0,"2,000",Full-time,6-7,31-35,Male,Licensed,University of Minnesota-Twin Cities,University of Minnesota-Twin Cities,,2018,44.9772995,-93.2654692
8,55000,"Chicago, IL, US",Junior Designer,Boutique,16-30,Yes,No Overtime,15.0,"5,000",Full-time,3,26-30,Male,No,,,,2018,41.8755616,-87.6244212
8,60000,"Austin, TX, US",Project Architect,,16-30,,,,,,3-5,26-30,Male,No,,,,2018,30.2711286,-97.7436995
5,60000,"Denver, CO, US",Project Architect,Corporate,501+,Yes,Paid Overtime,14.0,"8,500",,6-7,41-45,Male,Licensed,,University of Colorado at Denver,,2018,39.7392364,-104.984862
5,92000,"Washington, DC, US",Project Architect,Corporate,51-100,Yes,Unpaid Overtime,15.0,"3,000",,11-15,31-35,Female,Licensed,,,,2018,38.8950368,-77.0365427
7,113360,"Los Angeles, CA, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,22.0,"5,000",Full-time,11-15,36-40,Female,Licensed,,,,2018,34.0536909,-118.242766
8,96000,"Portland, OR, US",Project Manager,Corporate,101-200,Yes,Unpaid Overtime,22.0,"5,000",Full-time,11-15,36-40,Male,Licensed,,,,2018,45.5202471,-122.674194
9,85500,"Baltimore, MD, US",Associate,Corporate,201-500,Yes,Unpaid Overtime,23.0,"80,000",Full-time,8-10,36-40,Male,Licensed,,,,2018,39.2908816,-76.610759
7,50000,"Chicago, IL, US",Designer,Boutique,6-10,,No Overtime,20.0,,Full-time,2,26-30,Male,No,,,,2018,41.8755616,-87.6244212
7,90000,"New York, NY, US",Associate,Corporate,201-500,Yes,Unpaid Overtime,15.0,"10,000",Full-time,8-10,36-40,Female,Licensed,,Washington University in St. Louis,,2018,40.7127281,-74.0060152
10,105000,"San Francisco, CA, US",Project Architect,Individual,11-15,Yes,Unpaid Overtime,,"10,000",Full-time,8-10,31-35,Male,Licensed,UC Berkeley CED,,,2018,37.7792588,-122.4193286
3,65000,"San Francisco, CA, US",Designer,,51-100,Yes,Unpaid Overtime,18.0,,Full-time,2,26-30,Male,No,University of Washington,University of Michigan,,2018,37.7792588,-122.4193286
7,84000,"Allentown, PA, US",Senior Architect,,16-30,Yes,,,"4,000",,31-40,56-60,Male,Licensed,,,,2018,40.6022059,-75.4712794
6,46000,"Denver, CO, US",Designer,Boutique,6-10,Yes,Unpaid Overtime,15.0,"1,000",Full-time,1,31-35,Male,No,University of Colorado at Boulder,,,2018,39.7392364,-104.984862
7,90000,"Jacksonville Beach, FL, US",Senior Architect,,6-10,Yes,,12.0,"3,000",Full-time,11-15,36-40,Male,Licensed,,,,2018,30.2946859,-81.3931396
7,62500,"Lexington, KY, US",Project Architect,Boutique,31-50,Yes,Unpaid Overtime,15.0,"3,000",Full-time,11-15,31-35,Female,Licensed,University of Kentucky,,,2018,38.0464066,-84.4970393
9,56000,"Philadelphia, PA, US",Project Architect,Other,31-50,Yes,Unpaid Overtime,15.0,,Full-time,6-7,26-30,Female,Licensed,Drexel University,,,2018,39.9527237,-75.1635262
7,52000,"New York, NY, US",Junior Architect,,6-10,,,,,,2,21-25,Female,No,,,,2018,40.7127281,-74.0060152
5,50000,"New York, NY, US",Designer,Starchitect,11-15,Yes,Unpaid Overtime,15.0,"2,000",Full-time,1,21-25,Male,No,Carnegie Mellon University,,,2018,40.7127281,-74.0060152
9,65000,"Portland, OR, US",Job Captain,Corporate,101-200,Yes,Unpaid Overtime,15.0,"4,000",Full-time,8-10,31-35,Male,Licensed,Woodbury University,,,2018,45.5202471,-122.674194
8,65000,"Alabama, US",Project Architect,Boutique,11-15,Yes,Unpaid Overtime,15.0,"10,000",Full-time,8-10,31-35,Male,Licensed,,,,2018,33.2588817,-86.8295337
8,200000,"San Jose, CA, US",BIM Specialist,Corporate,201-500,Yes,Paid Overtime,15.0,"15,000",Full-time,6-7,26-30,Male,Licensed,,,,2018,37.3361663,-121.890591
9,75000,"Washington, DC, US",Project Architect,,101-200,Yes,Unpaid Overtime,10.0,"2,000",Full-time,8-10,31-35,Female,Licensed,,The Catholic University of America,,2018,38.8950368,-77.0365427
4,60000,"Washington, DC, US",Intern,Individual,31-50,Yes,Unpaid Overtime,7.0,"1,000",Full-time,6-7,26-30,Female,No,,,,2018,38.8950368,-77.0365427
8,88000,"Blacksburg, VA, US",Project Manager,Corporate,16-30,Yes,Unpaid Overtime,20.0,,Full-time,11-15,31-35,Male,Licensed,Virginia Polytechnic Institute and State University (Virginia Tech),,,2018,37.2296566,-80.4136767
8,80000,"Massachusetts, US",Project Manager,Corporate,31-50,Yes,Unpaid Overtime,,"2,800",Full-time,11-15,31-35,Female,No,,,,2018,42.3788774,-72.032366
8,55000,"Boston, MA, US",Junior Architect,Corporate,51-100,Yes,Paid Overtime,15.0,,Full-time,1,26-30,Female,No,,Harvard University,,2018,42.3554334,-71.060511
5,53000,"Los Angeles, CA, US",Junior Designer,Starchitect,16-30,Yes,Unpaid Overtime,10.0,,Full-time,2,21-25,Female,No,Temple University,,,2018,34.0536909,-118.242766
5,95000,"New York, NY, US",Senior Architect,,6-10,Yes,No Overtime,10.0,,Full-time,26-30,51-55,Male,Licensed,,,,2018,40.7127281,-74.0060152
6,95000,"New York, NY, US",Project Architect,,6-10,Yes,No Overtime,10.0,,Full-time,21-25,51-55,Male,Licensed,Princeton University,Princeton University,,2018,40.7127281,-74.0060152
7,65000,"New York, NY, US",Designer,Individual,51-100,Yes,,19.0,"5,000",Full-time,3-5,31-35,Male,No,,Pratt Institute,,2018,40.7127281,-74.0060152
8,45000,"Cincinnati, OH, US",Project Manager,Individual,6-10,Yes,,10.0,"5,000",Full-time,3-5,21-25,Female,No,,,,2018,39.1014537,-84.5124602
7,62000,"Seattle, WA, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,18.0,,Full-time,3-5,26-30,Female,No,University of Idaho,University of Idaho,,2018,47.6038321,-122.330062
5,55000,"New York, NY, US",Junior Architect,Individual,11-15,Yes,Unpaid Overtime,10.0,"5,000",,3-5,31-35,Female,No,,,,2018,40.7127281,-74.0060152
7,62000,"Portland, OR, US",Job Captain,Individual,31-50,Yes,Paid Overtime,10.0,"3,500",Full-time,11-15,36-40,Male,No,,,,2018,45.5202471,-122.674194
9,91000,"Chicago, IL, US",Associate,Other,51-100,Yes,Unpaid Overtime,15.0,,Full-time,11-15,31-35,Female,Licensed,,,,2018,41.8755616,-87.6244212
8,33280,"Chicago, IL, US",Junior Architect,,2-5,,Paid Overtime,,,Full-time,1,21-25,Female,No,Washington University in St. Louis,,,2018,41.8755616,-87.6244212
8,95000,"Chicago, IL, US",Senior Architect,Boutique,2-5,Yes,Paid Overtime,15.0,,,26-30,56-60,Male,Licensed,Lawrence Technological University,Miami University,,2018,41.8755616,-87.6244212
7,56000,"Boston, MA, US",Junior Designer,Boutique,16-30,Yes,Unpaid Overtime,10.0,"2,000",Full-time,6-7,36-40,Male,No,,,,2018,42.3554334,-71.060511
3,47200,"Orlando, FL, US",Junior Designer,Corporate,201-500,Yes,Paid Overtime,16.0,,Full-time,3,31-35,Female,No,,University of South Florida,,2018,28.5421109,-81.3790304
8,56500,"Los Angeles, CA, US",Junior Architect,,6-10,Yes,Unpaid Overtime,10.0,"1,000",Full-time,3,26-30,Female,No,,University of Southern California (USC),,2018,34.0536909,-118.242766
8,50000,"Miami, FL, US",Junior Designer,,31-50,,,,,,3,26-30,Female,No,,,,2018,25.7741728,-80.19362
8,51000,"Princeton, NJ, US",Designer,,11-15,Yes,Unpaid Overtime,13.0,"2,500",Full-time,3,21-25,Female,No,Syracuse University,,,2018,40.3496953,-74.6597376
7,70000,"New York, NY, US",Intermediate Architect,Boutique,31-50,Yes,,12.0,"1,000",Full-time,3-5,26-30,Female,No,Cornell University,,,2018,40.7127281,-74.0060152
5,62000,"San Francisco, CA, US",Junior Designer,Corporate,201-500,Yes,No Overtime,16.0,"1,000",Full-time,2,26-30,Female,No,,,,2018,37.7792588,-122.4193286
6,66560,"Denver, CO, US",Junior Architect,Other,6-10,,Paid Overtime,15.0,"1,500",Full-time,3,26-30,Male,Licensed,University of Arkansas,,,2018,39.7392364,-104.984862
10,125000,"Dallas, TX, US",Principal,Corporate,501+,Yes,Unpaid Overtime,25.0,"102,450",Full-time,31-40,56-60,Male,Licensed,The University of Texas at Austin,,,2018,32.7762719,-96.7968559
8,80000,"San Francisco, CA, US",Associate,,31-50,Yes,No Overtime,20.0,,Full-time,11-15,31-35,Female,Licensed,,,,2018,37.7792588,-122.4193286
4,47000,"Dallas, TX, US",Job Captain,Corporate,201-500,Yes,Paid Overtime,10.0,"1,400",Full-time,3,26-30,Male,No,The University of Oklahoma,,,2018,32.7762719,-96.7968559
4,56000,"Philadelphia, PA, US",Designer,Corporate,201-500,Yes,Paid Overtime,18.0,"1,000",Full-time,3-5,21-25,Male,No,Drexel University,,,2018,39.9527237,-75.1635262
5,52000,"Seattle, WA, US",Associate,,16-30,,,,,,3,21-25,Male,No,,,,2018,47.6038321,-122.330062
6,107000,"Los Angeles, CA, US",Project Manager,,6-10,,,,,,8-10,31-35,Male,No,,,,2018,34.0536909,-118.242766
10,75000,"New Jersey, US",Project Manager,Boutique,6-10,Yes,Unpaid Overtime,10.0,"1,500",Full-time,3,31-35,Male,No,New Jersey Institute of Technology (NJIT),,,2018,40.0757384,-74.4041622
5,58240,"Chicago, IL, US",Project Architect,Boutique,11-15,Yes,Paid Overtime,15.0,"1,000",Full-time,6-7,26-30,Female,No,Iowa State University,,,2018,41.8755616,-87.6244212
7,47000,"Pittsburgh, PA, US",Project Architect,Other,16-30,Yes,Unpaid Overtime,20.0,"1,500",Full-time,3-5,26-30,Female,Licensed,The Pennsylvania State University (Penn State),,,2018,40.4416941,-79.9900861
8,90000,"San Antonio, TX, US",Project Manager,,31-50,,,,,,21-25,46-50,Female,No,,,,2018,29.4246002,-98.4951405
9,31200,"Chicago, IL, US",Intern,Starchitect,101-200,,Paid Overtime,,,Full-time,1,21-25,Male,No,University of Southern California (USC),Harvard University,,2018,41.8755616,-87.6244212
