id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date,Year,Latitude,Longitude
19558,8,150000,year,"Boston, MA",Principal,Boutique,31-50,Yes,Unpaid Overtime,25.0,15000.0,Full-time,21-25,41-45,Female,Yes,,,,2024-05-01,2024,42.3554334,-71.060511
19557,6,91000,year,"Portland, OR",Project Architect,Boutique,6-10,Yes,Unpaid Overtime,15.0,1500.0,Full-time,8-10,31-35,Male,Yes,,Montana State University,,2024-05-01,2024,45.5202471,-122.674194
19556,7,70000,year,"Chicago, IL",Junior Architect,,501+,Yes,Paid Overtime,18.0,,Full-time,3-5,26-30,Female,No,The University of Kansas,The University of Kansas,,2024-05-01,2024,41.8755616,-87.6244212
19555,7,63000,year,"Chicago, IL",Associate,Corporate,31-50,Yes,Unpaid Overtime,10.0,2000.0,Full-time,2,26-30,Other,No,Kent State University,University of Michigan,,2024-05-01,2024,41.8755616,-87.6244212
19553,7,145000,year,"Irvine, CA",Project Architect,,31-50,,,,,,16-20,41-45,Male,No,,,,2024-05-01,2024,33.6856969,-117.825981
19552,9,330000,year,"Columbus, OH",Owner,Boutique,2-5,,Unpaid Overtime,15.0,,Full-time,21-25,46-50,Male,Yes,Carnegie Mellon University,University of Pennsylvania,,2024-05-01,2024,39.9622601,-83.0007065
19551,7,40000,year,"Lewiston, ID",Intern,Individual,11-15,Yes,Paid Overtime,,500.0,Full-time,1,26-30,Female,No,University of Colorado at Denver,University of Idaho,,2024-05-01,2024,46.4195913,-117.0216144
19550,7,63000,year,"Houston, TX",Technical Architect,Corporate,201-500,Yes,Unpaid Overtime,10.0,1600.0,Full-time,1,21-25,Female,No,,,,2024-05-01,2024,29.7589382,-95.3676974
19549,10,55000,year,"Evanston, IL",Designer,Boutique,2-5,Yes,No Overtime,10.0,1500.0,Full-time,3,21-25,Male,No,Louisiana State University,,,2024-05-01,2024,42.0470043,-87.6846053
19548,3,64000,year,"Portland, OR",Project Manager,Individual,51-100,Yes,Unpaid Overtime,8.0,5000.0,Full-time,11-15,46-50,Female,No,,,,2024-05-01,2024,45.5202471,-122.674194
19546,8,65000,year,"Dallas, TX",Junior Designer,Corporate,51-100,Yes,Paid Overtime,15.0,,Full-time,2,21-25,Female,No,The University of Texas at Austin,,,2024-05-01,2024,32.7762719,-96.7968559
19545,10,65000,year,"Houston, TX",Designer,Corporate,16-30,Yes,Paid Overtime,15.0,5000.0,Full-time,< 1,21-25,Female,No,University of Houston,,,2024-05-01,2024,29.7589382,-95.3676974
19544,1,80000,year,"New York, NY",Intermediate Designer,Boutique,2-5,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,Auburn University,,,2024-05-01,2024,40.7127281,-74.0060152
19543,8,105000,year,"Boston, MA",Project Architect,,16-30,Yes,Paid Overtime,20.0,,Full-time,11-15,36-40,Male,Yes,Boston Architectural College (BAC),,,2024-05-01,2024,42.3554334,-71.060511
19541,7,92500,year,"Houston, TX",Project Manager,Boutique,31-50,Yes,Unpaid Overtime,21.0,20000.0,Full-time,11-15,36-40,Female,No,The Catholic University of America,Miami University,,2024-05-01,2024,29.7589382,-95.3676974
19540,8,108000,year,"New York, NY",Associate,Starchitect,201-500,Yes,Unpaid Overtime,25.0,8000.0,Full-time,8-10,36-40,Male,Yes,,,,2024-05-01,2024,40.7127281,-74.0060152
19539,8,50000,year,"Houston, TX",Designer,Corporate,101-200,Yes,Unpaid Overtime,15.0,,Full-time,2,26-30,Female,No,University of Houston,,,2024-05-01,2024,29.7589382,-95.3676974
19538,8,72000,year,"Boston, MA",Associate,Corporate,51-100,Yes,Unpaid Overtime,14.0,1500.0,Full-time,6-7,26-30,Male,No,University of Houston,,,2024-05-01,2024,42.3554334,-71.060511
19537,3,66560,year,"Los Angeles, CA",Designer,Corporate,11-15,,Unpaid Overtime,15.0,,Full-time,1,26-30,Male,No,The University of Oklahoma,Southern California Institute of Architecture (SCI-Arc),,2024-05-01,2024,34.0536909,-118.242766
19535,7,110000,year,"Chicago, IL",Project Manager,,11-15,Yes,,15.0,2500.0,Full-time,8-10,31-35,Female,Yes,Ball State University,School of the Art Institute of Chicago,,2024-05-01,2024,41.8755616,-87.6244212
19534,7,62500,year,"Portsmouth, NH",Job Captain,Corporate,31-50,Yes,Unpaid Overtime,15.0,7000.0,Full-time,3,26-30,Male,No,Wentworth Institute of Technology,Wentworth Institute of Technology,,2024-05-01,2024,43.0764436,-70.7573936
19533,9,69000,year,"Houston, TX",Designer,Corporate,501+,Yes,,,,Full-time,2,21-25,Male,No,University of Houston,,,2024-05-01,2024,29.7589382,-95.3676974
19531,6,145000,year,Virginia,Designer,Corporate,201-500,Yes,Unpaid Overtime,26.0,15000.0,Full-time,11-15,41-45,Male,Yes,,,,2024-05-01,2024,37.1232245,-78.4927721
19530,7,92000,year,"Scottsdale, AZ",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,4000.0,Full-time,8-10,41-45,Female,Yes,Arizona State University,Arizona State University,,2024-05-01,2024,33.4942189,-111.926018
19529,8,79000,year,"Saint Louis, MO",Senior Designer,Corporate,101-200,Yes,Unpaid Overtime,15.0,2500.0,Full-time,6-7,26-30,Male,No,The University of Oklahoma,,,2024-05-01,2024,38.6280278,-90.1910154
19528,8,110000,year,"Charleston Crossroads, SC",Project Manager,Corporate,201-500,Yes,Unpaid Overtime,15.0,8000.0,Full-time,8-10,31-35,Male,Yes,Savannah College of Art and Design,Savannah College of Art and Design,,2024-05-01,2024,34.0812281,-82.4837404
19527,7,85000,year,"Boston, MA",Associate,Individual,101-200,Yes,Unpaid Overtime,,10000.0,Full-time,3-5,26-30,Female,Yes,Wentworth Institute of Technology,Wentworth Institute of Technology,,2024-05-01,2024,42.3554334,-71.060511
19526,7,62000,year,"Cleveland, OH",Junior Designer,Individual,16-30,Yes,Unpaid Overtime,15.0,,Full-time,3,26-30,Male,No,Kent State University,Kent State University,,2024-05-01,2024,41.4996574,-81.6936772
19524,6,120500,year,"New York, NY",Project Architect,Other,16-30,Yes,Unpaid Overtime,20.0,1000.0,Full-time,11-15,36-40,Male,Yes,Cornell University,,,2024-05-01,2024,40.7127281,-74.0060152
19522,8,62000,year,"Costa Mesa, CA",Associate,Corporate,201-500,Yes,Paid Overtime,15.0,2000.0,Full-time,3,31-35,Male,No,Hope College,University of Oregon in Portland,,2024-05-01,2024,33.6633386,-117.903317
19521,7,66150,year,"Portland, OR",Designer,Other,51-100,Yes,No Overtime,15.0,2700.0,Full-time,3-5,31-35,Male,No,University of Minnesota-Twin Cities,University of Oregon in Portland,,2024-05-01,2024,45.5202471,-122.674194
19520,7,90000,year,"New York, NY",Designer,,51-100,,,,,,6-7,36-40,Male,No,,,,2024-05-01,2024,40.7127281,-74.0060152
19519,7,67000,year,"New York, NY",Landscape Architect,,51-100,Yes,,,,,2,21-25,Female,No,,,,2024-05-01,2024,40.7127281,-74.0060152
19518,1,56000,year,"South Lyon, MI",Associate,Corporate,51-100,Yes,No Overtime,15.0,,Full-time,1,26-30,Female,No,Xi'an Peihua Institute,"University of California, Los Angeles (UCLA)",,2024-05-01,2024,42.451377,-83.659179
19516,6,99600,year,"Atlanta, GA",Project Manager,Corporate,101-200,Yes,Unpaid Overtime,25.0,,Full-time,6-7,31-35,Male,Yes,,The University of Tennessee - Knoxville,,2024-05-01,2024,33.7489924,-84.3902644
19515,10,135000,year,"Boston, MA",Associate,Corporate,51-100,Yes,Unpaid Overtime,15.0,5000.0,Full-time,26-30,56-60,Male,Yes,,,,2024-05-01,2024,42.3554334,-71.060511
19512,7,102000,year,"Minneapolis, MN",Project Architect,,31-50,Yes,,,7000.0,,16-20,41-45,Female,Yes,University of Minnesota-Twin Cities,University of Minnesota-Twin Cities,,2024-05-01,2024,44.9772995,-93.2654692
19511,7,75000,year,"Minneapolis, MN",Job Captain,Corporate,51-100,Yes,,20.0,,Full-time,8-10,31-35,Male,Yes,Iowa State University,,,2024-05-01,2024,44.9772995,-93.2654692
19507,4,63000,year,Illinois,Junior Designer,Corporate,201-500,Yes,Paid Overtime,21.0,,Full-time,3,26-30,Female,No,Kamla Raheja Vidyanidhi Institute for Architecture,Georgia Institute of Technology (Georgia Tech),,2024-05-01,2024,40.0796606,-89.4337288
19504,9,93000,year,"San Francisco, CA",Job Captain,,101-200,,,,,,3-5,26-30,Male,No,,,,2024-05-01,2024,37.7792588,-122.4193286
19503,4,108000,year,California,Job Captain,,201-500,Yes,No Overtime,15.0,3000.0,Full-time,8-10,36-40,Female,No,,University of Tehran (UT),,2024-05-01,2024,36.7014631,-118.755997
19502,7,66000,year,"Austin, TX",Associate,Corporate,16-30,Yes,Unpaid Overtime,10.0,2500.0,Full-time,3-5,26-30,Male,No,Texas A&M University,The University of Texas at Austin,,2024-05-01,2024,30.2711286,-97.7436995
19501,9,130000,year,"Denver, CO",Project Manager,,101-200,Yes,,,,Full-time,16-20,41-45,Female,Yes,,,,2024-05-01,2024,39.7392364,-104.984862
19500,7,65600,year,"Chicago, IL",Designer,Corporate,51-100,Yes,,30.0,2000.0,Full-time,2,21-25,Female,No,,,,2024-05-01,2024,41.8755616,-87.6244212
19499,9,181000,year,"New York, NY",Project Manager,Other,101-200,Yes,No Overtime,15.0,8000.0,Full-time,31-40,56-60,Male,Yes,Cornell University,,,2024-05-01,2024,40.7127281,-74.0060152
19498,8,65000,year,"Omaha, NE",Junior Designer,Corporate,51-100,Yes,,19.0,5000.0,Full-time,2,26-30,Male,No,,,,2024-05-01,2024,41.2587459,-95.9383758
19496,7,83000,year,"Washington, DC",Designer,Corporate,201-500,Yes,,18.0,3000.0,,3-5,26-30,Female,No,,,,2024-05-01,2024,38.8950368,-77.0365427
19495,7,100000,year,"New York, NY",Project Architect,Corporate,101-200,Yes,No Overtime,12.0,,Full-time,11-15,36-40,Female,Yes,,,,2024-05-01,2024,40.7127281,-74.0060152
19494,7,106000,year,"Phoenix, AZ",Principal,Corporate,31-50,Yes,Unpaid Overtime,15.0,25000.0,Full-time,16-20,36-40,Male,Yes,,,,2024-05-01,2024,33.4484367,-112.074141
19493,6,112000,year,"Denver, CO",Project Architect,,501+,,,,,,11-15,31-35,Male,No,,,,2024-05-01,2024,39.7392364,-104.984862
19492,6,85000,year,New Jersey,Project Architect,Boutique,6-10,Yes,,10.0,,Full-time,6-7,26-30,Female,No,SUNY Delhi,,,2024-05-01,2024,40.0757384,-74.4041622
19491,9,65000,year,"Baltimore, MD",Designer,Corporate,101-200,Yes,Unpaid Overtime,15.0,3000.0,Full-time,3-5,26-30,Female,No,Maryland Institute College of Art,,,2024-05-01,2024,39.2908816,-76.610759
19490,9,65000,year,"Baltimore, MD",Designer,Corporate,101-200,Yes,Unpaid Overtime,25.0,3000.0,Full-time,3-5,26-30,Female,No,Maryland Institute College of Art,,,2024-05-01,2024,39.2908816,-76.610759
19489,7,70000,year,"San Francisco, CA",Designer,Corporate,51-100,Yes,Unpaid Overtime,15.0,2000.0,Full-time,3,21-25,Female,No,"California Polytechnic State University, San Luis Obispo",,,2024-05-01,2024,37.7792588,-122.4193286
19488,10,88000,year,"Salt Lake City, UT",Visualization Artist,Other,31-50,Yes,Paid Overtime,15.0,7000.0,Full-time,8-10,31-35,Male,No,Brigham Young University-Idaho,The University of Utah,,2024-05-01,2024,40.7596198,-111.886797
19487,8,92500,year,"Philadelphia, PA",Senior Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,6000.0,Full-time,11-15,36-40,Female,Yes,,,,2024-05-01,2024,39.9527237,-75.1635262
19486,6,110000,year,"Brentwood, TN",Project Manager,,31-50,Yes,Unpaid Overtime,,,Full-time,16-20,51-55,Female,No,,,,2024-05-01,2024,36.0325687,-86.7825235
19484,7,90000,year,"New York, NY",Intermediate Designer,Corporate,101-200,Yes,Unpaid Overtime,15.0,5000.0,Full-time,3-5,26-30,Female,No,Syracuse University,,,2024-05-01,2024,40.7127281,-74.0060152
19482,8,78000,year,"Washington, DC",Intermediate Architect,Corporate,501+,Yes,Unpaid Overtime,22.0,2000.0,Full-time,3-5,26-30,Female,Yes,Carnegie Mellon University,Carnegie Mellon University,,2024-05-01,2024,38.8950368,-77.0365427
19479,7,93000,year,"San Diego, CA",Project Architect,,31-50,,,,,,8-10,31-35,Female,No,,,,2024-05-01,2024,32.7174202,-117.162772
19478,3,72000,year,"New York, NY",Junior Architect,,2-5,,Unpaid Overtime,,,Full-time,< 1,26-30,Female,No,,,,2024-05-01,2024,40.7127281,-74.0060152
19477,7,75000,year,"New York, NY",Junior Architect,,101-200,,,,,,2,26-30,Male,No,,,,2024-05-01,2024,40.7127281,-74.0060152
19476,8,92750,year,"Denver, CO",Project Architect,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,16-20,41-45,Female,Yes,The University of Kansas,,,2024-05-01,2024,39.7392364,-104.984862
19475,5,110000,year,"Phoenix, AZ",Project Architect,Boutique,16-30,Yes,No Overtime,10.0,,Full-time,11-15,36-40,Male,Yes,,,,2024-05-01,2024,33.4484367,-112.074141
19474,4,66560,year,"Chicago, IL",Project Architect,Corporate,31-50,Yes,Paid Overtime,12.0,1000.0,Full-time,3-5,21-25,Male,Yes,University of Notre Dame,,,2024-05-01,2024,41.8755616,-87.6244212
19473,10,60000,year,"Portland, ME",Associate,Starchitect,2-5,Yes,Unpaid Overtime,10.0,1500.0,Full-time,1,31-35,Male,No,,University of Texas at San Antonio,,2024-05-01,2024,43.6573605,-70.2586618
19472,3,60000,year,"Dallas, TX",Project Architect,Other,31-50,Yes,No Overtime,10.0,,Full-time,8-10,36-40,Male,No,Texas Tech University,The University of Texas at Arlington,,2024-05-01,2024,32.7762719,-96.7968559
19469,8,83200,hour,"Seattle, WA",Intermediate Architect,Boutique,16-30,Yes,Paid Overtime,20.0,,Full-time,3-5,26-30,Male,Yes,Montana State University,Montana State University,,2024-05-01,2024,47.6038321,-122.330062
19468,6,80000,year,"Boston, MA",Associate,Boutique,6-10,Yes,,15.0,2000.0,Full-time,6-7,31-35,Female,Yes,,,,2024-05-01,2024,42.3554334,-71.060511
19466,8,72000,year,"Kansas City, MO",Interior Architect,Corporate,6-10,Yes,No Overtime,14.0,,Full-time,3,26-30,Female,No,Kansas State University,Kansas State University,,2024-05-01,2024,39.100105,-94.5781416
19465,7,57990,year,"Denver, CO",Intermediate Designer,Corporate,101-200,Yes,Paid Overtime,16.0,1000.0,Full-time,3,21-25,Female,No,Kent State University,Kent State University,,2024-05-01,2024,39.7392364,-104.984862
19463,7,67700,year,"Jackson, WY",Designer,Boutique,16-30,Yes,Unpaid Overtime,20.0,,Full-time,3,26-30,Female,Yes,Auburn University,,,2024-05-01,2024,43.479965,-110.761815
19462,8,60000,year,"San Francisco, CA",Junior Designer,Corporate,31-50,Yes,Paid Overtime,,1200.0,Full-time,2,21-25,Male,No,"University of California, Berkeley",,,2024-05-01,2024,37.7792588,-122.4193286
19461,7,115000,year,"Seattle, WA",Principal,Other,101-200,Yes,Unpaid Overtime,25.0,15000.0,Full-time,8-10,31-35,Male,No,,,,2024-05-01,2024,47.6038321,-122.330062
19460,7,115000,year,"Seattle, WA",Principal,,101-200,,,,,,8-10,31-35,Male,No,,,,2024-05-01,2024,47.6038321,-122.330062
19459,7,72500,year,"Atlanta, GA",Project Architect,Corporate,201-500,Yes,Unpaid Overtime,15.0,1200.0,Full-time,3,26-30,Female,Yes,Auburn University,,,2024-05-01,2024,33.7489924,-84.3902644
19458,7,85000,year,"Saint Louis, MO",Associate,Corporate,201-500,Yes,Unpaid Overtime,12.0,5000.0,Full-time,3-5,26-30,Male,No,Narsee Monjee Institute of Management Studies (NMIMS University),University of Michigan,,2024-05-01,2024,38.6280278,-90.1910154
19455,5,165000,year,"Los Angeles, CA",Marketing Director,,51-100,,,,,,8-10,31-35,Female,No,,,,2024-05-01,2024,34.0536909,-118.242766
19454,8,95000,year,"Phoenix, AZ",Associate,Corporate,101-200,Yes,Unpaid Overtime,30.0,6000.0,Full-time,8-10,31-35,Female,Yes,,,,2024-05-01,2024,33.4484367,-112.074141
19453,7,70000,year,"Denver, CO",Designer,Corporate,31-50,Yes,Paid Overtime,13.0,1200.0,Full-time,3-5,31-35,Female,No,The University of Texas at El Paso,The University of New Mexico,,2024-05-01,2024,39.7392364,-104.984862
19452,8,88000,year,"Portland, OR",Project Architect,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Female,Yes,"University of California, Berkeley",University of Oregon in Portland,,2024-05-01,2024,45.5202471,-122.674194
19451,8,102000,year,"New York, NY",Project Manager,Other,31-50,Yes,Unpaid Overtime,17.0,5000.0,Full-time,11-15,36-40,Female,Yes,Tulane University,Tulane University,,2024-05-01,2024,40.7127281,-74.0060152
19450,6,130000,year,"San Francisco, CA",Project Architect,Starchitect,101-200,Yes,Unpaid Overtime,15.0,,Full-time,16-20,41-45,Male,Yes,,,,2024-05-01,2024,37.7792588,-122.4193286
19449,6,76000,year,"Los Angeles, CA",Designer,Corporate,201-500,Yes,Unpaid Overtime,20.0,,Full-time,2,26-30,Male,No,The University of Utah,Southern California Institute of Architecture (SCI-Arc),,2024-05-01,2024,34.0536909,-118.242766
19448,9,71000,year,"Burlington, VT",Landscape Architect,Boutique,11-15,Yes,Unpaid Overtime,15.0,2200.0,Full-time,8-10,31-35,Female,Yes,University of Vermont,Boston Architectural College (BAC),,2024-05-01,2024,44.4761601,-73.212906
19446,7,78000,year,"Cincinnati, OH",Senior Architect,Boutique,31-50,Yes,Unpaid Overtime,20.0,4000.0,Full-time,8-10,26-30,Female,Yes,University of Cincinnati,University of Cincinnati,,2024-05-01,2024,39.1014537,-84.5124602
19445,7,56500,year,"Houston, TX",Designer,Boutique,6-10,,Unpaid Overtime,15.0,,Full-time,2,26-30,Female,No,University of Houston,,,2024-05-01,2024,29.7589382,-95.3676974
19444,5,49500,year,"Houston, TX",Designer,Corporate,6-10,,Unpaid Overtime,15.0,,Full-time,1,21-25,Female,No,University of Houston,,,2024-05-01,2024,29.7589382,-95.3676974
19443,5,100000,year,"Chicago, IL",Project Architect,Boutique,11-15,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Male,Yes,Illinois Institute of Technology (IIT),,,2024-05-01,2024,41.8755616,-87.6244212
19442,5,77000,year,"Boston, MA",Junior Architect,Corporate,101-200,Yes,Unpaid Overtime,15.0,4000.0,Full-time,3,31-35,Male,Yes,,Harvard University,,2024-05-01,2024,42.3554334,-71.060511
19441,5,70000,year,"Boston, MA",Designer,Individual,11-15,,Unpaid Overtime,15.0,3000.0,Full-time,3,26-30,Male,No,Northeastern University,Northeastern University,,2024-05-01,2024,42.3554334,-71.060511
19440,3,100000,year,"New York, NY",Designer,Other,201-500,Yes,Unpaid Overtime,15.0,10000.0,Full-time,3-5,26-30,Female,No,University of Notre Dame,,,2024-05-01,2024,40.7127281,-74.0060152
19439,8,60000,year,"Chicago, IL",Interior Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,6000.0,Full-time,3,26-30,Male,No,University of Illinois at Urbana-Champaign,,,2024-05-01,2024,41.8755616,-87.6244212
19437,9,80000,year,"Portland, OR",Associate,Corporate,101-200,Yes,No Overtime,20.0,8000.0,Full-time,6-7,36-40,Female,Yes,,,,2024-05-01,2024,45.5202471,-122.674194
19436,10,85000,year,"Boston, MA",Intermediate Architect,Boutique,16-30,Yes,No Overtime,12.0,2000.0,Full-time,8-10,36-40,Female,No,University of Virginia,University of Virginia,,2024-05-01,2024,42.3554334,-71.060511
19435,6,85000,year,"Washington, DC",Project Architect,Corporate,101-200,Yes,,15.0,15000.0,Full-time,8-10,31-35,Male,Yes,University of Maryland,University of Maryland,,2024-05-01,2024,38.8950368,-77.0365427
19434,9,108000,year,"Washington, DC",Project Architect,Corporate,201-500,Yes,Unpaid Overtime,15.0,5000.0,Full-time,8-10,31-35,Male,Yes,The Catholic University of America,Morgan State University,,2024-05-01,2024,38.8950368,-77.0365427
19433,5,109000,year,"Columbus, OH",Project Architect,Corporate,501+,Yes,Unpaid Overtime,15.0,5000.0,Full-time,16-20,36-40,Male,Yes,,,,2024-05-01,2024,39.9622601,-83.0007065
19432,10,67000,year,"Nashville, TN",Designer,Corporate,51-100,Yes,Paid Overtime,21.0,5000.0,Full-time,3,26-30,Female,No,University of Virginia,Clemson University,,2024-05-01,2024,36.1622767,-86.7742984
19431,4,92000,year,"New York, NY",Associate,Corporate,101-200,Yes,Unpaid Overtime,20.0,5000.0,Full-time,6-7,26-30,Female,No,Rice University,,,2024-05-01,2024,40.7127281,-74.0060152
19430,9,100000,year,"Chicago, IL",Senior Architect,Boutique,16-30,Yes,Paid Overtime,,4000.0,Full-time,6-7,26-30,Female,Yes,,,,2024-05-01,2024,41.8755616,-87.6244212
19429,9,95000,year,"Las Vegas, NV",Senior Designer,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,11-15,31-35,Male,Yes,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",,2024-05-01,2024,36.1672559,-115.148516
19428,6,117000,year,"Akron, OH",Project Manager,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,16-20,46-50,Female,No,,,,2024-05-01,2024,41.083064,-81.518485
19427,4,65000,year,"Boston, MA",Designer,,101-200,Yes,,,,,6-7,26-30,Male,No,,,,2024-05-01,2024,42.3554334,-71.060511
19425,10,72000,year,"Oakland, CA",Designer,Individual,31-50,Yes,No Overtime,15.0,2000.0,Full-time,3,26-30,Other,No,,,,2024-05-01,2024,37.8044557,-122.271356
19424,5,45000,year,"Los Angeles, CA",Owner,Individual,1,,No Overtime,40.0,,Freelance,8-10,36-40,Female,Yes,New York University (NYU),University of Pennsylvania,,2024-05-01,2024,34.0536909,-118.242766
19423,4,72000,year,"Kansas City, MO",Project Architect,Other,6-10,Yes,,,1500.0,Full-time,8-10,41-45,Male,No,,,,2024-05-01,2024,39.100105,-94.5781416
19422,6,138000,year,"Washington, DC",Principal,Other,16-30,Yes,Unpaid Overtime,15.0,4000.0,Full-time,21-25,51-55,Female,Yes,Virginia Polytechnic Institute and State University (Virginia Tech),Georgetown University,,2024-05-01,2024,38.8950368,-77.0365427
19421,7,130000,year,"Boston, MA",Project Architect,Corporate,501+,Yes,Unpaid Overtime,30.0,8000.0,Full-time,16-20,36-40,Female,Yes,"University of California, Berkeley",,,2024-05-01,2024,42.3554334,-71.060511
19420,9,80000,year,"Boston, MA",Designer,Boutique,16-30,Yes,Paid Overtime,10.0,5000.0,Full-time,6-7,26-30,Male,No,Wentworth Institute of Technology,Wentworth Institute of Technology,,2024-05-01,2024,42.3554334,-71.060511
19419,10,69000,year,"Chicago, IL",Junior Designer,Corporate,501+,Yes,Paid Overtime,,3000.0,Full-time,< 1,26-30,Male,No,"Silpakorn University. Bangkok, Thailand.",University of Illinois at Urbana-Champaign,,2024-05-01,2024,41.8755616,-87.6244212
19418,9,68000,year,"Chicago, IL",Project Manager,Corporate,101-200,Yes,No Overtime,14.0,5000.0,Full-time,3,21-25,Male,No,Illinois Institute of Technology (IIT),,,2024-05-01,2024,41.8755616,-87.6244212
19417,8,90000,year,"Lafayette, CA",Job Captain,Other,16-30,Yes,No Overtime,14.0,,Full-time,3-5,36-40,Male,No,"University of California, Davis",University of Oregon,,2024-05-01,2024,37.8857582,-122.1180201
19416,8,71700,year,"San Diego, CA",Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,500.0,Full-time,3-5,31-35,Male,Yes,,University of Oregon,,2024-05-01,2024,32.7174202,-117.162772
19415,4,85000,year,"Philadelphia, PA",Associate,,201-500,,,,,,6-7,31-35,Male,No,,,,2024-05-01,2024,39.9527237,-75.1635262
19414,8,71500,year,"Schenectady, NY",Senior Designer,,501+,,,,,,6-7,31-35,Male,No,,,,2024-05-01,2024,42.8142432,-73.9395687
19413,9,95000,year,"Minneapolis, MN",Project Architect,Other,51-100,Yes,No Overtime,21.0,5000.0,Full-time,11-15,41-45,Female,Yes,University of Minnesota,University of Oregon,,2024-05-01,2024,44.9772995,-93.2654692
19412,5,76000,year,"Portland, OR",Job Captain,Individual,16-30,Yes,Paid Overtime,10.0,4000.0,Full-time,8-10,31-35,Female,No,Massachussets College of Art and Design,University of Oregon,,2024-05-01,2024,45.5202471,-122.674194
19411,6,72500,year,"Hoboken, NJ",Junior Architect,Boutique,11-15,Yes,No Overtime,15.0,2500.0,Full-time,2,21-25,Male,No,New Jersey Institute of Technology (NJIT),,,2024-05-01,2024,40.7433066,-74.0323752
19410,10,149810,year,"Seattle, WA",Senior Designer,Corporate,501+,Yes,Paid Overtime,12.0,,Full-time,11-15,36-40,Female,Yes,Ball State University,University of Washington,,2024-05-01,2024,47.6038321,-122.330062
19409,8,127000,year,"Cleveland, OH",Senior Architect,Corporate,11-15,Yes,No Overtime,21.0,,Full-time,11-15,36-40,Male,Yes,,,,2024-05-01,2024,41.4996574,-81.6936772
19408,6,120000,year,"Washington, DC",Project Architect,Corporate,201-500,Yes,No Overtime,28.0,,Full-time,8-10,31-35,Male,Yes,"California Polytechnic State University, San Luis Obispo",,,2024-05-01,2024,38.8950368,-77.0365427
19406,6,75000,year,"Los Angeles, CA",Intermediate Designer,Boutique,6-10,Yes,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Male,No,,,,2024-05-01,2024,34.0536909,-118.242766
19405,7,105000,year,"Los Angeles, CA",Associate,Other,501+,Yes,,,,,2,21-25,Female,No,,,,2024-05-01,2024,34.0536909,-118.242766
19404,3,160000,year,"Boston, MA",Senior Designer,Corporate,51-100,Yes,,25.0,,Full-time,11-15,31-35,Female,Yes,Cornell University,,,2024-05-01,2024,42.3554334,-71.060511
19402,7,90000,year,"Denver, CO",Project Architect,Corporate,501+,Yes,Paid Overtime,19.0,7000.0,Full-time,8-10,31-35,Male,Yes,Ball State University,University of Michigan,,2024-05-01,2024,39.7392364,-104.984862
19401,10,125000,year,"Detroit, MI",Project Manager,,16-30,Yes,,,20000.0,,11-15,31-35,Male,Yes,,,,2024-05-01,2024,42.3315509,-83.0466403
19400,6,88000,year,"Minneapolis, MN",Job Captain,Corporate,51-100,Yes,No Overtime,20.0,,Full-time,6-7,26-30,Female,Yes,North Dakota State University,North Dakota State University,,2024-05-01,2024,44.9772995,-93.2654692
19399,6,78600,year,"Philadelphia, PA",Designer,Corporate,2-5,Yes,No Overtime,10.0,,Full-time,3-5,26-30,Male,No,,,,2024-05-01,2024,39.9527237,-75.1635262
19398,8,91520,year,"New York, NY",Job Captain,Individual,11-15,Yes,Paid Overtime,15.0,4000.0,Full-time,8-10,36-40,Male,Yes,Northeastern University,Parsons School of Design,,2024-05-01,2024,40.7127281,-74.0060152
19397,7,82000,year,"Dallas, TX",Associate,Other,51-100,Yes,Unpaid Overtime,12.0,2500.0,Full-time,6-7,31-35,Male,No,Auburn University,,,2024-05-01,2024,32.7762719,-96.7968559
19396,9,69500,year,"Portland, OR",Job Captain,Individual,31-50,Yes,Unpaid Overtime,15.0,5000.0,Full-time,6-7,26-30,Female,No,The Ohio State University,University of Oregon in Portland,,2024-05-01,2024,45.5202471,-122.674194
19394,7,68100,year,"New York, NY",Junior Designer,Boutique,16-30,Yes,Unpaid Overtime,10.0,1800.0,Full-time,3,26-30,Female,No,,,,2024-05-01,2024,40.7127281,-74.0060152
19393,7,62000,year,"Portland, OR",Designer,Boutique,2-5,Yes,Unpaid Overtime,18.0,2000.0,Full-time,3-5,26-30,Female,No,,,,2024-05-01,2024,45.5202471,-122.674194
