id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date,Year,Latitude,Longitude
5637,6,40800,year,"Honolulu, HI",Junior Architect,Corporate,16-30,Yes,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Female,No,,,,2014-06-01,2014,21.304547,-157.855676
5636,10,47840,hour,"Dallas, TX",Designer,Corporate,51-100,Yes,Paid Overtime,14.0,2500.0,Full-time,3-5,31-35,Female,No,University of Arkansas,Marylhurst University,,2014-06-01,2014,32.7762719,-96.7968559
5635,3,67000,year,"New York, NY",Technical Architect,Other,501+,,No Overtime,,,Freelance,21-25,46-50,Male,No,Pratt Institute,,,2014-06-01,2014,40.7127281,-74.0060152
5630,8,50000,year,"Houston, TX",Intern,,101-200,,,,,,< 1,21-25,Male,No,,,,2014-06-01,2014,29.7589382,-95.3676974
5629,6,60000,year,"New York, NY",Junior Architect,Starchitect,101-200,Yes,Unpaid Overtime,10.0,,Full-time,2,26-30,Female,No,,Columbia University,,2014-06-01,2014,40.7127281,-74.0060152
5628,6,45000,year,"New York, NY",Interior Designer,,31-50,,,,,,2,26-30,Female,No,,,,2014-06-01,2014,40.7127281,-74.0060152
5627,7,55000,year,"New York, NY",Project Architect,Other,51-100,Yes,Unpaid Overtime,10.0,3000.0,Full-time,3-5,26-30,Male,No,New York City College of Technology,,,2014-06-01,2014,40.7127281,-74.0060152
5626,1,42000,year,"Berkeley, CA",Intern,,2-5,Yes,Unpaid Overtime,14.0,,Full-time,3-5,31-35,Male,No,California College of the Arts,,,2014-06-01,2014,37.8708393,-122.272863
5624,7,45000,year,"New York, NY",Designer,Corporate,11-15,Yes,Paid Overtime,10.0,4000.0,Full-time,3,26-30,Female,No,University of Southern California (USC),,,2014-06-01,2014,40.7127281,-74.0060152
5623,10,45000,year,"Portland, OR",Designer,Boutique,16-30,Yes,Unpaid Overtime,7.0,,Full-time,1,36-40,Female,No,,University of Oregon in Portland,,2014-06-01,2014,45.5202471,-122.674194
5622,9,45000,year,"Chicago, IL",Junior Architect,Other,2-5,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,,Illinois Institute of Technology (IIT),,2014-06-01,2014,41.8755616,-87.6244212
5619,9,30000,year,"New York, NY",Junior Architect,Corporate,1,Yes,Unpaid Overtime,15.0,5000.0,Full-time,2,26-30,Male,No,University of Asia Pacific,,,2014-06-01,2014,40.7127281,-74.0060152
5618,7,25000,year,"New York, NY",Designer,Boutique,11-15,Yes,Unpaid Overtime,14.0,5000.0,Full-time,3,26-30,Female,No,Beijing University of Civil Engineering and Architecture,Pratt Institute,,2014-06-01,2014,40.7127281,-74.0060152
5617,5,58000,year,"Lisle, IL",Project Architect,Individual,6-10,Yes,No Overtime,10.0,3500.0,Full-time,6-7,36-40,Male,No,,Illinois Institute of Technology (IIT),Illinois Institute of Technology (IIT),2014-06-01,2014,41.801159,-88.0747687
5615,8,24000,year,"Boston, MA",Draftsperson,,2-5,,,5.0,,Full-time,< 1,21-25,Female,No,,,,2014-06-01,2014,42.3554334,-71.060511
5614,6,42000,year,"Bellevue, WA",Intern,Corporate,201-500,Yes,,15.0,,Full-time,1,21-25,Male,No,"California Polytechnic State University, San Luis Obispo",,,2014-06-01,2014,47.6144219,-122.192337
5612,7,58000,year,"San Francisco, CA",Job Captain,,16-30,Yes,Unpaid Overtime,15.0,,,3-5,31-35,Female,No,,"University of California, Berkeley",,2014-06-01,2014,37.7792588,-122.4193286
5611,8,85000,year,"Stamford, CT",Project Architect,Corporate,201-500,Yes,Unpaid Overtime,20.0,,Full-time,11-15,31-35,Male,Yes,Temple University,,,2014-06-01,2014,41.0534302,-73.5387341
5610,7,85000,year,"Washington, DC",Project Manager,,101-200,Yes,Unpaid Overtime,15.0,,Full-time,16-20,46-50,Male,No,The Catholic University of America,,,2014-06-01,2014,38.8950368,-77.0365427
5608,8,43000,year,"Philadelphia, PA",Interior Architect,Boutique,2-5,,Paid Overtime,10.0,500.0,Full-time,3,26-30,Male,No,The Pennsylvania State University (Penn State),,,2014-06-01,2014,39.9527237,-75.1635262
5607,4,75000,year,"Los Angeles, CA",Senior Designer,Boutique,2-5,Yes,Unpaid Overtime,,500.0,Full-time,8-10,36-40,Male,No,University of Southern California (USC),,,2014-06-01,2014,34.0536909,-118.242766
5603,10,70000,year,"Los Angeles, CA",Associate,,31-50,,,,,,8-10,41-45,Male,No,,,,2014-06-01,2014,34.0536909,-118.242766
5602,7,71000,year,"New York, NY",Project Architect,Individual,11-15,Yes,No Overtime,15.0,3000.0,Full-time,8-10,31-35,Male,No,Pratt Institute,,,2014-06-01,2014,40.7127281,-74.0060152
5600,6,72500,year,"Los Angeles, CA",Intermediate Designer,Other,31-50,Yes,Unpaid Overtime,14.0,,Full-time,3-5,26-30,Male,No,University of Southern California (USC),,,2014-06-01,2014,34.0536909,-118.242766
5599,8,40000,year,"Newport Beach, CA",Junior Designer,Corporate,501+,Yes,Paid Overtime,14.0,4000.0,Full-time,2,21-25,Female,No,UC Berkeley Extension,,,2014-06-01,2014,33.6170092,-117.9294401
5598,7,45000,year,"Cleveland, OH",Intern,Corporate,501+,Yes,Paid Overtime,10.0,8000.0,Full-time,6-7,26-30,Female,No,Kent State University,Kent State University,,2014-06-01,2014,41.4996574,-81.6936772
5596,7,51000,year,"New York, NY",Designer,Corporate,501+,Yes,Unpaid Overtime,10.0,,Full-time,3,26-30,Male,No,,,,2014-06-01,2014,40.7127281,-74.0060152
5595,8,41600,hour,"New York, NY",Intermediate Architect,Corporate,31-50,Yes,Paid Overtime,10.0,1000.0,Full-time,3-5,21-25,Male,No,New York Institute of Technology (NYIT),,,2014-06-01,2014,40.7127281,-74.0060152
5594,7,55000,year,"Washington, DC",Intermediate Architect,Boutique,6-10,,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Female,No,University of Virginia,Southern California Institute of Architecture (SCI-Arc),,2014-06-01,2014,38.8950368,-77.0365427
5590,5,105000,year,"San Francisco, CA",Project Architect,Corporate,201-500,Yes,Unpaid Overtime,16.0,10000.0,Full-time,11-15,36-40,Male,Yes,"University of California, Berkeley","University of California, Berkeley",,2014-06-01,2014,37.7792588,-122.4193286
5588,7,44000,year,"Missoula, MT",Intern,Other,11-15,Yes,Paid Overtime,10.0,,Full-time,3,36-40,Female,No,,Montana State University,,2014-06-01,2014,46.8701049,-113.995267
5586,8,54000,year,"New York, NY",Associate,,6-10,Yes,,,,,3,36-40,Female,No,,,,2014-06-01,2014,40.7127281,-74.0060152
5585,9,63000,year,"San Diego, CA",Project Manager,Boutique,16-30,Yes,Paid Overtime,80.0,3000.0,Full-time,11-15,36-40,Female,No,Pontificia Universidade Católica do Paraná,,,2014-06-01,2014,32.7174202,-117.162772
5584,7,98000,year,"Chicago, IL",Associate,Corporate,501+,Yes,Unpaid Overtime,20.0,,Full-time,21-25,46-50,Male,Yes,University of Cincinnati,,,2014-06-01,2014,41.8755616,-87.6244212
5572,10,85000,year,New Jersey,Associate,Corporate,51-100,Yes,Paid Overtime,,4000.0,Full-time,21-25,46-50,Male,Yes,,,,2014-06-01,2014,40.0757384,-74.4041622
5571,3,42000,year,"Atlanta, GA",Intern,Corporate,101-200,Yes,Unpaid Overtime,18.0,,Full-time,1,21-25,Male,No,,Clemson University,,2014-06-01,2014,33.7489924,-84.3902644
5569,6,42500,year,"New York, NY",Junior Architect,Individual,6-10,Yes,No Overtime,,,Full-time,1,26-30,Male,No,Pratt Institute,,,2014-06-01,2014,40.7127281,-74.0060152
5567,8,78000,year,Maryland,Senior Architect,,101-200,Yes,,,2000.0,Full-time,8-10,31-35,Male,Yes,,,,2014-06-01,2014,39.5162401,-76.9382069
5564,6,105000,year,"Los Angeles, CA",Interior Architect,Corporate,201-500,Yes,Unpaid Overtime,20.0,10000.0,Full-time,11-15,41-45,Female,No,"Fashion Institute of Technology, State University of New York",,,2014-06-01,2014,34.0536909,-118.242766
5563,7,42000,year,"New York, NY",Marketing Director,Boutique,31-50,Yes,No Overtime,10.0,2000.0,Full-time,< 1,21-25,Male,No,The University of Texas at Austin,,,2014-06-01,2014,40.7127281,-74.0060152
5551,8,76960,hour,"Brooklyn, NY",Project Architect,Boutique,6-10,,,,,Full-time,6-7,31-35,Male,No,,,,2014-06-01,2014,40.6526006,-73.9497211
5550,6,60000,year,"Washington, DC",Intermediate Designer,Boutique,6-10,,Unpaid Overtime,10.0,,Full-time,11-15,36-40,Female,No,,,,2014-06-01,2014,38.8950368,-77.0365427
5549,8,11000,year,"San Luis Obispo, CA",Intern,Other,11-15,,,,,Full-time,2,26-30,Female,No,"California Polytechnic State University, San Luis Obispo",,,2014-06-01,2014,35.3540209,-120.375716
5533,7,60000,year,"San Francisco, CA",Job Captain,Corporate,51-100,Yes,No Overtime,,1500.0,Full-time,3-5,26-30,Male,No,North Dakota State University,North Dakota State University,,2014-06-01,2014,37.7792588,-122.4193286
5531,8,65000,year,"Portland, OR",Marketing Director,Corporate,31-50,Yes,No Overtime,14.0,5000.0,Full-time,16-20,36-40,Female,No,,,,2014-06-01,2014,45.5202471,-122.674194
5530,8,65000,year,"Los Angeles, CA",Job Captain,Boutique,31-50,Yes,Unpaid Overtime,20.0,5000.0,Full-time,6-7,26-30,Female,No,,University of Southern California (USC),,2014-06-01,2014,34.0536909,-118.242766
5528,9,50000,year,"Los Angeles, CA",Designer,Boutique,31-50,Yes,Unpaid Overtime,10.0,,Full-time,3,26-30,Male,No,The University of New Mexico,University of Southern California (USC),,2014-06-01,2014,34.0536909,-118.242766
5524,2,60000,year,"San Francisco, CA",Project Manager,Boutique,2-5,Yes,Unpaid Overtime,15.0,,Full-time,6-7,31-35,Male,No,California College of the Arts,,,2014-06-01,2014,37.7792588,-122.4193286
5523,9,70000,year,"Kansas City, MO",Designer,,201-500,Yes,Unpaid Overtime,22.0,5000.0,Full-time,11-15,36-40,Male,Yes,,,,2014-06-01,2014,39.100105,-94.5781416
5522,4,93000,year,"New York, NY",Senior Designer,Other,201-500,Yes,,15.0,,Full-time,8-10,31-35,Female,No,,,,2014-06-01,2014,40.7127281,-74.0060152
5519,5,49920,hour,California,Job Captain,Corporate,31-50,Yes,Paid Overtime,15.0,,Full-time,6-7,31-35,Male,No,The Pennsylvania State University (Penn State),,,2014-06-01,2014,36.7014631,-118.755997
5518,8,70000,year,"Detroit, MI",Associate,,16-30,Yes,Unpaid Overtime,,2000.0,Full-time,8-10,36-40,Male,Yes,University of Michigan,University of Michigan,,2014-06-01,2014,42.3315509,-83.0466403
5517,7,80700,year,"Los Angeles, CA",Senior Designer,Corporate,501+,Yes,Paid Overtime,10.0,,Full-time,8-10,36-40,Male,Yes,,,,2014-06-01,2014,34.0536909,-118.242766
5515,5,53000,year,"New York, NY",Interior Designer,Corporate,101-200,Yes,No Overtime,10.0,,Full-time,3-5,26-30,Female,Yes,,,,2014-06-01,2014,40.7127281,-74.0060152
5512,9,92000,year,"Chicago, IL",Associate,Corporate,101-200,Yes,Unpaid Overtime,21.0,10000.0,Full-time,8-10,31-35,Male,Yes,,,,2014-06-01,2014,41.8755616,-87.6244212
5511,5,47800,year,"Boston, MA",Designer,Corporate,501+,Yes,Paid Overtime,,,Full-time,2,21-25,Female,No,Northeastern University,Northeastern University,,2014-06-01,2014,42.3554334,-71.060511
5510,7,62400,year,"Los Angeles, CA",Technical Architect,Other,2-5,,No Overtime,,,Full-time,21-25,51-55,Male,No,Rice University,Rice University,,2014-06-01,2014,34.0536909,-118.242766
5509,10,66000,year,"Denver, CO",Junior Architect,Corporate,501+,Yes,Paid Overtime,15.0,,Full-time,8-10,31-35,Female,Yes,University of Colorado at Boulder,University of Colorado at Denver,,2014-06-01,2014,39.7392364,-104.984862
5508,8,40000,year,"Atlanta, GA",Associate,,51-100,,,,,,3-5,26-30,Male,No,,,,2014-06-01,2014,33.7489924,-84.3902644
5507,7,75000,year,"Los Angeles, CA",Project Manager,Boutique,6-10,Yes,No Overtime,15.0,5000.0,Full-time,8-10,31-35,Male,No,"California State Polytechnic University, Pomona",,,2014-05-01,2014,34.0536909,-118.242766
5506,10,40000,year,"Brooklyn, NY",Junior Architect,Boutique,6-10,,Paid Overtime,15.0,,Full-time,6-7,26-30,Male,No,,Technical University of Moldova,Technical University of Moldova,2014-05-01,2014,40.6526006,-73.9497211
5505,9,40000,year,"Houston, TX",Intern,Boutique,6-10,Yes,Paid Overtime,10.0,2000.0,Full-time,2,21-25,Male,No,,,,2014-05-01,2014,29.7589382,-95.3676974
5504,5,90000,year,"San Francisco, CA",Project Architect,Corporate,501+,Yes,Unpaid Overtime,20.0,2000.0,Full-time,11-15,41-45,Female,Yes,,,,2014-05-01,2014,37.7792588,-122.4193286
5503,7,35000,year,"Sarasota, FL",Junior Architect,Other,11-15,Yes,Unpaid Overtime,,,Full-time,< 1,21-25,Female,No,University of South Florida,University of South Florida,,2014-05-01,2014,27.3365805,-82.5308545
5502,8,66000,year,"San Francisco, CA",Designer,Boutique,16-30,Yes,Unpaid Overtime,20.0,1500.0,Full-time,11-15,31-35,Male,No,,,,2014-05-01,2014,37.7792588,-122.4193286
5500,10,97000,year,Texas,BIM Specialist,Other,31-50,Yes,Unpaid Overtime,10.0,7275.0,Full-time,11-15,36-40,Male,Yes,,,,2014-05-01,2014,31.2638905,-98.5456116
5499,8,80000,year,Alabama,Project Architect,Corporate,101-200,Yes,Unpaid Overtime,20.0,15000.0,Full-time,26-30,51-55,Male,Yes,Auburn University,,,2014-05-01,2014,33.2588817,-86.8295337
5496,9,45000,year,"New York, NY",Designer,Individual,2-5,Yes,Unpaid Overtime,10.0,,Full-time,< 1,26-30,Female,No,Bard College,Washington University in St. Louis,,2014-05-01,2014,40.7127281,-74.0060152
5495,8,45000,year,"New Orleans, LA",Junior Architect,Boutique,2-5,,No Overtime,10.0,1000.0,Full-time,3-5,26-30,Male,No,Tulane University,,,2014-05-01,2014,29.9759983,-90.0782127
5494,5,56000,year,"Seattle, WA",Designer,Corporate,501+,Yes,Unpaid Overtime,12.0,2000.0,Full-time,6-7,31-35,Male,No,,,,2014-05-01,2014,47.6038321,-122.330062
5493,6,100000,year,"New York, NY",Interior Designer,,51-100,,,,,,11-15,21-25,Female,No,,,,2014-05-01,2014,40.7127281,-74.0060152
5491,10,57500,year,"New York, NY",Project Architect,Corporate,16-30,Yes,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Male,No,,,,2014-05-01,2014,40.7127281,-74.0060152
5490,7,40000,year,"Santa Monica, CA",Designer,,51-100,Yes,Unpaid Overtime,10.0,,Full-time,3,26-30,Female,No,,,,2014-05-01,2014,34.0194704,-118.491227
5487,7,66500,year,"New York, NY",Intermediate Architect,Corporate,501+,,Unpaid Overtime,14.0,,Full-time,3-5,31-35,Female,No,,New Jersey Institute of Technology (NJIT),,2014-05-01,2014,40.7127281,-74.0060152
5486,7,30000,year,"Minneapolis, MN",Designer,Individual,2-5,Yes,Unpaid Overtime,11.0,1500.0,Full-time,2,26-30,Female,No,University of Minnesota,,,2014-05-01,2014,44.9772995,-93.2654692
5483,9,112000,year,"Nashville, TN",Project Manager,Boutique,16-30,Yes,Unpaid Overtime,15.0,,Full-time,31-40,56-60,Male,Yes,Southern California Institute of Architecture (SCI-Arc),,,2014-05-01,2014,36.1622767,-86.7742984
5479,5,35000,year,"New York, NY",Junior Architect,Boutique,2-5,Yes,Paid Overtime,10.0,750.0,Full-time,6-7,26-30,Male,No,Ball State University,City College of New York (CCNY),,2014-05-01,2014,40.7127281,-74.0060152
5478,5,48000,year,"New York, NY",Junior Architect,,31-50,Yes,Unpaid Overtime,8.0,,Full-time,1,26-30,Female,No,,,,2014-05-01,2014,40.7127281,-74.0060152
5477,3,63000,year,"New York, NY",Designer,Corporate,31-50,Yes,No Overtime,13.0,1500.0,Full-time,6-7,26-30,Female,No,,,,2014-05-01,2014,40.7127281,-74.0060152
5476,4,78000,year,"Chicago, IL",Project Architect,Corporate,101-200,Yes,Unpaid Overtime,14.0,8000.0,Full-time,8-10,31-35,Female,Yes,,,,2014-05-01,2014,41.8755616,-87.6244212
5475,8,42000,year,"Boston, MA",Designer,,16-30,Yes,,,1500.0,,1,21-25,Male,No,,,,2014-05-01,2014,42.3554334,-71.060511
5474,8,65000,year,"Baltimore, MD",Project Architect,Other,11-15,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Female,No,,,,2014-05-01,2014,39.2908816,-76.610759
5472,5,65000,year,"San Francisco, CA",Designer,Corporate,501+,Yes,,15.0,,Full-time,3-5,26-30,Female,No,,,,2014-05-01,2014,37.7792588,-122.4193286
5471,7,41600,year,"Boston, MA",Designer,Other,16-30,,No Overtime,10.0,3000.0,Full-time,1,26-30,Male,No,,,,2014-05-01,2014,42.3554334,-71.060511
5470,7,14600,year,"Boston, MA",Designer,Other,16-30,Yes,No Overtime,10.0,3000.0,Full-time,1,21-25,Male,No,Wentworth Institute of Technology,Wentworth Institute of Technology,,2014-05-01,2014,42.3554334,-71.060511
5469,9,50000,year,"Orlando, FL",Designer,Boutique,6-10,,No Overtime,10.0,,Full-time,3,26-30,Male,No,,,,2014-05-01,2014,28.5421109,-81.3790304
5466,7,54000,year,"Los Angeles, CA",Job Captain,Boutique,11-15,Yes,No Overtime,10.0,3000.0,Full-time,8-10,36-40,Male,No,,,,2014-05-01,2014,34.0536909,-118.242766
5463,8,63000,year,"Chicago, IL",Project Architect,Individual,11-15,,No Overtime,7.0,,Full-time,11-15,36-40,Male,Yes,The Ohio State University,Georgia Institute of Technology,,2014-05-01,2014,41.8755616,-87.6244212
5461,7,45000,year,"Louisville, KS",Graphic Designer,Other,51-100,,Unpaid Overtime,8.0,5000.0,Full-time,3-5,26-30,Female,No,University of Kentucky,University of Kentucky,,2014-05-01,2014,39.250274,-96.31472
5460,4,49500,year,"Minneapolis, MN",Job Captain,Corporate,201-500,Yes,Unpaid Overtime,18.0,1200.0,Full-time,8-10,31-35,Female,No,,,,2014-05-01,2014,44.9772995,-93.2654692
5459,8,60000,year,Ohio,Project Architect,Other,11-15,,,,5000.0,,2,26-30,Female,Yes,,,,2014-05-01,2014,40.2253569,-82.6881395
5450,5,65500,year,"San Francisco, CA",Job Captain,Corporate,101-200,Yes,Paid Overtime,10.0,,Full-time,3-5,26-30,Female,No,Arizona State University,,,2014-05-01,2014,37.7792588,-122.4193286
5447,7,43660,year,"Chicago, IL",Junior Architect,Other,11-15,Yes,Unpaid Overtime,14.0,,Full-time,< 1,21-25,Male,No,The Ohio State University,University of Michigan,,2014-05-01,2014,41.8755616,-87.6244212
5446,1,76000,year,"Boulder, CO",Project Manager,Other,31-50,Yes,Unpaid Overtime,10.0,,Full-time,11-15,36-40,Male,Yes,Florida A&M University,University of Colorado at Denver,,2014-05-01,2014,40.0149856,-105.270545
5445,3,86500,year,"Somerville, NJ",Project Manager,Other,16-30,Yes,Unpaid Overtime,15.0,,Full-time,21-25,41-45,Male,Yes,,,,2014-05-01,2014,40.5742696,-74.60988
5444,7,51700,year,"Denver, CO",Job Captain,Corporate,51-100,Yes,Unpaid Overtime,14.0,750.0,Full-time,6-7,26-30,Male,No,Iowa State University,,,2014-05-01,2014,39.7392364,-104.984862
