id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date,Year,Latitude,Longitude,CPIAUCSL,Inflation Adjusted Salary
17204,3,54000,year,"Washington, DC",Designer,Other,51-100,Yes,Paid Overtime,15.0,500.0,Full-time,3-5,21-25,Male,No,University of Virginia,,,2022-06-01,2022,38.8950368,-77.0365427,294.996,57700.0
17203,6,63000,year,"Chicago, IL",Junior Architect,Corporate,501+,Yes,Unpaid Overtime,15.0,3000.0,Full-time,< 1,21-25,Male,No,,,,2022-06-01,2022,41.8755616,-87.6244212,294.996,67400.0
17202,7,65000,year,"Fort Worth, TX",Junior Architect,,201-500,Yes,Unpaid Overtime,20.0,3000.0,Full-time,6-7,26-30,Female,Yes,,,,2022-06-01,2022,32.753177,-97.3327459,294.996,69500.0
17200,10,50000,year,"Houston, TX",Project Manager,,2-5,,,,,,< 1,26-30,Male,No,,,,2022-06-01,2022,29.7589382,-95.3676974,294.996,53500.0
17198,10,48000,year,"Richmond, VA",Associate,Other,11-15,Yes,,10.0,500.0,Full-time,< 1,21-25,Male,No,Virginia Polytechnic Institute and State University (Virginia Tech),,,2022-06-01,2022,37.5385087,-77.43428,294.996,51300.0
17196,6,88000,year,"New York, NY",Intermediate Designer,Corporate,201-500,Yes,Unpaid Overtime,24.0,6000.0,Full-time,6-7,31-35,Male,No,school of planning and architecture,Cornell University,,2022-06-01,2022,40.7127281,-74.0060152,294.996,94100.0
17195,8,54080,hour,"Boston, MA",Designer,Boutique,11-15,Yes,No Overtime,,,Full-time,1,21-25,Male,No,The University of Utah,,,2022-06-01,2022,42.3554334,-71.060511,294.996,57800.0
17193,8,60000,year,"Los Angeles, CA",Junior Designer,Corporate,31-50,Yes,No Overtime,,,Full-time,2,26-30,Male,No,University of Southern California (USC),,,2022-06-01,2022,34.0536909,-118.242766,294.996,64200.0
17192,7,62000,year,"Columbus, OH",Associate,Starchitect,6-10,Yes,Unpaid Overtime,15.0,1000.0,Full-time,3,26-30,Female,No,University of Cincinnati,University of Virginia,,2022-06-01,2022,39.9622601,-83.0007065,294.996,66300.0
17190,10,82000,year,"Seattle, WA",Intermediate Architect,Other,101-200,Yes,,16.0,5000.0,Full-time,6-7,26-30,Female,No,The University of Texas at Austin,,,2022-06-01,2022,47.6038321,-122.330062,294.996,87700.0
17189,8,72000,year,"Richmond, VA",Project Architect,,51-100,,,,,,8-10,31-35,Other,No,,,,2022-06-01,2022,37.5385087,-77.43428,294.996,77000.0
17187,6,90000,year,"New York, NY",Project Architect,Corporate,51-100,Yes,No Overtime,15.0,6000.0,Full-time,8-10,31-35,Female,Yes,Pratt Institute,Columbia University,,2022-06-01,2022,40.7127281,-74.0060152,294.996,96200.0
17183,8,69000,year,"Pittsburgh, PA",Project Architect,Boutique,51-100,Yes,,22.0,5000.0,Full-time,11-15,36-40,Female,Yes,The Pennsylvania State University (Penn State),,,2022-06-01,2022,40.4416941,-79.9900861,294.996,73800.0
17182,6,60000,year,"Richmond, VA",Junior Architect,Corporate,51-100,Yes,Unpaid Overtime,15.0,3000.0,Full-time,2,21-25,Female,No,Virginia Polytechnic Institute and State University (Virginia Tech),,,2022-06-01,2022,37.5385087,-77.43428,294.996,64200.0
17181,7,72000,year,"Denver, CO",Junior Architect,Boutique,16-30,,Unpaid Overtime,20.0,6000.0,Full-time,3-5,26-30,Male,No,Clemson University,Clemson University,,2022-06-01,2022,39.7392364,-104.984862,294.996,77000.0
17180,9,67500,year,"Nashville, TN",Associate,Boutique,6-10,Yes,No Overtime,12.0,,Full-time,3-5,21-25,Male,No,Mississippi State University,,,2022-06-01,2022,36.1622767,-86.7742984,294.996,72200.0
17179,8,79000,year,"New Orleans, LA",Associate,Other,16-30,Yes,Unpaid Overtime,10.0,5000.0,Full-time,8-10,36-40,Female,Yes,,Tulane University,,2022-06-01,2022,29.9759983,-90.0782127,294.996,84500.0
17176,8,78000,year,"New York, NY",Project Architect,Boutique,6-10,Yes,Unpaid Overtime,,,Full-time,3-5,26-30,Female,Yes,The Ohio State University,The Ohio State University,,2022-06-01,2022,40.7127281,-74.0060152,294.996,83400.0
17174,8,90000,year,"Philadelphia, PA",BIM Specialist,Corporate,501+,Yes,,16.0,2000.0,Full-time,1,26-30,Male,No,Washington University in St. Louis,University of Pennsylvania,,2022-06-01,2022,39.9527237,-75.1635262,294.996,96200.0
17172,7,63000,year,"New York, NY",Junior Architect,Boutique,6-10,Yes,Unpaid Overtime,10.0,1000.0,Full-time,1,21-25,Female,No,,Princeton University,,2022-06-01,2022,40.7127281,-74.0060152,294.996,67400.0
17170,9,82000,year,"San Antonio, TX",Associate,Boutique,16-30,Yes,No Overtime,15.0,2000.0,Full-time,8-10,36-40,Female,Yes,Yale University,Yale University,,2022-06-01,2022,29.4246002,-98.4951405,294.996,87700.0
17169,9,56000,year,"Nashville, TN",Intermediate Designer,,31-50,,,,,,3-5,26-30,Female,No,,,,2022-06-01,2022,36.1622767,-86.7742984,294.996,59900.0
17168,10,78000,year,"Parsippany, NJ",Designer,Corporate,501+,Yes,No Overtime,21.0,7000.0,Full-time,3-5,31-35,Female,No,Parsons School of Design,,,2022-06-01,2022,40.8578772,-74.4259866,294.996,83400.0
17167,6,73000,year,"New York, NY",Designer,Starchitect,51-100,Yes,Unpaid Overtime,10.0,,Full-time,1,21-25,Male,No,,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,78100.0
17166,6,95000,year,"San Francisco, CA",Senior Designer,Corporate,101-200,Yes,Unpaid Overtime,30.0,6000.0,Full-time,8-10,31-35,Female,Yes,Rensselaer Polytechnic Institute,,,2022-06-01,2022,37.7792588,-122.4193286,294.996,101600.0
17165,8,62400,year,"New York, NY",Junior Architect,,31-50,,,,,,2,21-25,Female,No,Mississippi State University,Harvard University,,2022-06-01,2022,40.7127281,-74.0060152,294.996,66700.0
17164,3,54000,year,"Pensacola, FL",Designer,Boutique,6-10,Yes,Paid Overtime,5.0,2000.0,Full-time,3-5,26-30,Female,No,,,,2022-06-01,2022,30.421309,-87.2169149,294.996,57700.0
17163,7,86500,year,"Los Angeles, CA",Project Manager,Corporate,501+,Yes,Paid Overtime,14.0,10000.0,Full-time,6-7,26-30,Female,No,Rhode Island School of Design (RISD),,,2022-06-01,2022,34.0536909,-118.242766,294.996,92500.0
17162,7,80000,year,"Los Angeles, CA",Project Manager,Other,16-30,Yes,No Overtime,10.0,,Full-time,6-7,26-30,Female,No,Rhode Island School of Design (RISD),,,2022-06-01,2022,34.0536909,-118.242766,294.996,85500.0
17160,7,71000,year,"Los Angeles, CA",Designer,Corporate,101-200,Yes,,,,Full-time,3-5,31-35,Female,No,Texas Tech University,Washington University in St. Louis,,2022-06-01,2022,34.0536909,-118.242766,294.996,75900.0
17159,10,75000,year,"Spokane, WA",Designer,Boutique,16-30,Yes,,12.0,2500.0,Full-time,3,26-30,Male,No,"California Polytechnic State University, San Luis Obispo",,,2022-06-01,2022,47.6571934,-117.42351,294.996,80200.0
17157,1,52000,year,"Pensacola, FL",Designer,Boutique,6-10,Yes,No Overtime,7.0,1500.0,Full-time,3,31-35,Female,No,Mississippi State University,,,2022-06-01,2022,30.421309,-87.2169149,294.996,55600.0
17156,6,95000,year,"San Francisco, CA",Senior Designer,,201-500,Yes,Unpaid Overtime,18.0,7000.0,Full-time,8-10,31-35,Male,No,,"University of California, Berkeley",,2022-06-01,2022,37.7792588,-122.4193286,294.996,101600.0
17154,2,92000,year,"New York, NY",Landscape Architect,Starchitect,101-200,Yes,Unpaid Overtime,15.0,,Full-time,6-7,31-35,Female,No,,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,98400.0
17152,6,106000,year,"New York, NY",Senior Designer,,101-200,,,,,,8-10,36-40,Male,No,,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,113400.0
17151,7,54000,year,"Los Angeles, CA",Junior Designer,Individual,6-10,Yes,Paid Overtime,,,Full-time,< 1,26-30,Male,No,"California State Polytechnic University, Pomona",,,2022-06-01,2022,34.0536909,-118.242766,294.996,57700.0
17148,9,52400,year,"Cincinnati, OH",Designer,Boutique,2-5,,No Overtime,10.0,,Full-time,3-5,26-30,Male,No,University of Cincinnati,University of Cincinnati,,2022-06-01,2022,39.1014537,-84.5124602,294.996,56000.0
17147,7,65000,year,"Birmingham, AL",Junior Architect,Corporate,31-50,Yes,Unpaid Overtime,15.0,7000.0,Full-time,2,26-30,Male,No,Mississippi State University,,,2022-06-01,2022,33.5206824,-86.8024326,294.996,69500.0
17146,10,60000,year,"Denver, CO",Intermediate Designer,Corporate,51-100,Yes,No Overtime,15.0,6000.0,Full-time,6-7,31-35,Male,No,University of Wisconsin-Milwaukee,University of Wisconsin-Milwaukee,,2022-06-01,2022,39.7392364,-104.984862,294.996,64200.0
17145,8,62000,year,"Memphis, TN",Designer,Corporate,101-200,Yes,Unpaid Overtime,15.0,4000.0,Full-time,3-5,21-25,Male,No,Mississippi State University,,,2022-06-01,2022,35.1460249,-90.0517638,294.996,66300.0
17144,3,41600,hour,"San Francisco, CA",Student Intern,Other,2-5,,Unpaid Overtime,,,Full-time,< 1,21-25,Female,No,,,,2022-06-01,2022,37.7792588,-122.4193286,294.996,44500.0
17143,7,49950,year,"Pensacola, FL",Designer,Boutique,6-10,Yes,Paid Overtime,5.0,,Full-time,1,26-30,Female,No,University of Arkansas,,,2022-06-01,2022,30.421309,-87.2169149,294.996,53400.0
17141,10,48500,year,"Albuquerque, NM",Intern,Other,6-10,,Paid Overtime,14.0,4000.0,Full-time,3-5,26-30,Male,No,The University of New Mexico,The University of New Mexico,,2022-06-01,2022,35.0841034,-106.650985,294.996,51900.0
17139,5,60000,year,"Pensacola, FL",Project Architect,Boutique,6-10,Yes,No Overtime,14.0,,Full-time,3-5,26-30,Male,Yes,,,,2022-06-01,2022,30.421309,-87.2169149,294.996,64200.0
17138,8,60000,year,"San Francisco, CA",Junior Designer,Individual,2-5,Yes,Unpaid Overtime,21.0,,Full-time,< 1,21-25,Male,No,"California Polytechnic State University, San Luis Obispo",,,2022-06-01,2022,37.7792588,-122.4193286,294.996,64200.0
17136,8,89000,year,"Los Angeles, CA",Job Captain,,31-50,Yes,No Overtime,,,Full-time,3-5,26-30,Male,Yes,,,,2022-06-01,2022,34.0536909,-118.242766,294.996,95200.0
17134,6,60000,year,"Seattle, WA",Project Manager,Boutique,6-10,Yes,Unpaid Overtime,15.0,0.0,Full-time,3-5,21-25,Male,No,,,,2022-06-01,2022,47.6038321,-122.330062,294.996,64200.0
17133,6,37440,hour,"Saint Paul, MN",Intern,Boutique,11-15,,Paid Overtime,,,Full-time,3,26-30,Male,No,University of Michigan,University of Minnesota-Twin Cities,University of Minnesota-Twin Cities,2022-06-01,2022,44.9497487,-93.0931028,294.996,40000.0
17131,8,110000,year,"New York, NY",Associate,Boutique,11-15,Yes,No Overtime,15.0,1000.0,Full-time,8-10,31-35,Male,No,,The Ohio State University,,2022-06-01,2022,40.7127281,-74.0060152,294.996,117600.0
17129,7,96000,year,"Portland, OR",Project Architect,,31-50,Yes,,16.0,,Full-time,11-15,36-40,Male,Yes,,,,2022-06-01,2022,45.5202471,-122.674194,294.996,102700.0
17127,9,45000,year,"Cincinnati, OH",Interior Designer,,6-10,,No Overtime,10.0,5000.0,Full-time,3,21-25,Female,No,,,,2022-06-01,2022,39.1014537,-84.5124602,294.996,48100.0
17124,8,75000,year,"San Francisco, CA",Technical Architect,Corporate,501+,Yes,Paid Overtime,18.0,,Full-time,3,26-30,Female,No,,,,2022-06-01,2022,37.7792588,-122.4193286,294.996,80200.0
17123,10,56160,hour,"Los Angeles, CA",Junior Designer,Corporate,501+,Yes,Paid Overtime,15.0,,Full-time,1,21-25,Male,No,"California Polytechnic State University, San Luis Obispo",,,2022-06-01,2022,34.0536909,-118.242766,294.996,60100.0
17121,8,65000,year,"New York, NY",Designer,Boutique,16-30,Yes,No Overtime,10.0,3500.0,Full-time,3,31-35,Male,No,,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,69500.0
17119,6,55000,year,"Chicago, IL",Associate,,6-10,Yes,,10.0,,Full-time,< 1,21-25,Male,No,University of Arkansas,,,2022-06-01,2022,41.8755616,-87.6244212,294.996,58800.0
17118,9,65000,year,"Essex, MA",Senior Designer,Boutique,2-5,,No Overtime,14.0,2000.0,Full-time,6-7,26-30,Female,No,Wentworth Institute of Technology,Wentworth Institute of Technology,,2022-06-01,2022,42.6320389,-70.7828255,294.996,69500.0
17117,6,52000,hour,"Portland, OR",Intern,Boutique,11-15,Yes,Paid Overtime,5.0,2500.0,Full-time,1,26-30,Other,No,Portland State University,,,2022-06-01,2022,45.5202471,-122.674194,294.996,55600.0
17116,7,66000,year,"Seattle, WA",Designer,,201-500,Yes,Paid Overtime,16.0,4000.0,Full-time,3-5,26-30,Male,No,,,,2022-06-01,2022,47.6038321,-122.330062,294.996,70600.0
17114,6,70000,year,"Philadelphia, PA",Designer,Corporate,201-500,Yes,,,,Full-time,6-7,31-35,Female,No,,,,2022-06-01,2022,39.9527237,-75.1635262,294.996,74900.0
17113,6,58500,year,"Boston, MA",Designer,Boutique,2-5,Yes,No Overtime,10.0,500.0,Full-time,3-5,31-35,Male,No,,,,2022-06-01,2022,42.3554334,-71.060511,294.996,62600.0
17111,4,99000,year,"San Francisco, CA",Senior Designer,Corporate,31-50,Yes,Unpaid Overtime,15.0,3000.0,Full-time,11-15,36-40,Female,No,,,,2022-06-01,2022,37.7792588,-122.4193286,294.996,105900.0
17110,6,71000,year,"Portland, OR",Junior Architect,Boutique,51-100,Yes,,15.0,4000.0,,6-7,31-35,Male,Yes,,University of Minnesota,,2022-06-01,2022,45.5202471,-122.674194,294.996,75900.0
17107,6,55000,year,"San Francisco, CA",Junior Designer,Other,6-10,,Unpaid Overtime,10.0,,Full-time,< 1,21-25,Female,No,California College of the Arts,,,2022-06-01,2022,37.7792588,-122.4193286,294.996,58800.0
17106,10,72000,year,"New York, NY",Designer,Corporate,501+,Yes,,24.0,,Full-time,< 1,26-30,Male,No,Florida A&M University,Florida A&M University,,2022-06-01,2022,40.7127281,-74.0060152,294.996,77000.0
17105,5,55000,year,"Baltimore, MD",Designer,Corporate,51-100,Yes,Paid Overtime,10.0,,Full-time,3,21-25,Male,No,Virginia Polytechnic Institute and State University (Virginia Tech),,,2022-06-01,2022,39.2908816,-76.610759,294.996,58800.0
17104,10,60000,year,"Los Angeles, CA",Associate,Corporate,31-50,Yes,Unpaid Overtime,21.0,,Full-time,2,21-25,Female,No,"California State Polytechnic University, Pomona",,,2022-06-01,2022,34.0536909,-118.242766,294.996,64200.0
17103,7,70500,year,"Portland, OR",Associate,Individual,31-50,Yes,Unpaid Overtime,25.0,3000.0,Full-time,3-5,26-30,Female,Yes,The University of Texas at Austin,,,2022-06-01,2022,45.5202471,-122.674194,294.996,75400.0
17102,7,75600,year,"Vancouver Junction, WA",Intermediate Architect,Corporate,201-500,Yes,Unpaid Overtime,14.0,5760.0,Full-time,16-20,41-45,Female,Yes,The University of British Columbia,The University of British Columbia,,2022-06-01,2022,45.6278617,-122.68784159170016,294.996,80800.0
17100,7,85000,year,"New York, NY",Project Architect,Boutique,51-100,Yes,Unpaid Overtime,15.0,6000.0,Full-time,11-15,36-40,Male,Yes,Columbia University,University of Michigan,,2022-06-01,2022,40.7127281,-74.0060152,294.996,90900.0
17099,10,74000,year,"Boston, MA",Intermediate Designer,Corporate,501+,Yes,Unpaid Overtime,16.0,,Full-time,3-5,26-30,Female,No,Kansas State University,Kansas State University,,2022-06-01,2022,42.3554334,-71.060511,294.996,79100.0
17098,7,60000,year,"New York, NY",Designer,Starchitect,101-200,Yes,Unpaid Overtime,,,Full-time,1,21-25,Female,No,,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,64200.0
17096,7,60000,year,"Boston, MA",Junior Architect,,6-10,,,10.0,,,2,26-30,Female,No,Delft University of Technology,Massachusetts Institute of Technology (MIT),,2022-06-01,2022,42.3554334,-71.060511,294.996,64200.0
17095,8,62000,year,"Philadelphia, PA",Junior Architect,Other,6-10,Yes,Paid Overtime,15.0,3000.0,Full-time,6-7,26-30,Female,No,,,,2022-06-01,2022,39.9527237,-75.1635262,294.996,66300.0
17094,6,60000,year,"Los Angeles, CA",Intermediate Designer,,6-10,,,,,,3-5,36-40,Female,No,,,,2022-06-01,2022,34.0536909,-118.242766,294.996,64200.0
17093,8,62400,hour,"Philadelphia, PA",Junior Architect,Other,6-10,,Paid Overtime,15.0,4000.0,Full-time,3-5,26-30,Female,No,The Catholic University of America,,,2022-06-01,2022,39.9527237,-75.1635262,294.996,66700.0
17092,5,215000,year,"New York, NY",Technical Architect,Corporate,101-200,Yes,No Overtime,21.0,,Full-time,21-25,46-50,Male,Yes,,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,229900.0
17091,5,58000,year,"Portland, OR",Designer,,51-100,Yes,Paid Overtime,16.0,4000.0,Full-time,3,26-30,Male,No,Montana State University,Montana State University,,2022-06-01,2022,45.5202471,-122.674194,294.996,62000.0
17090,6,75000,year,"San Diego, CA",Designer,Other,16-30,Yes,Paid Overtime,15.0,5000.0,Full-time,3-5,26-30,Female,No,,,,2022-06-01,2022,32.7174202,-117.162772,294.996,80200.0
17088,8,125000,year,"Los Angeles, CA",Senior Architect,Corporate,31-50,Yes,Unpaid Overtime,14.0,5000.0,Full-time,8-10,31-35,Female,Yes,Carnegie Mellon University,,,2022-06-01,2022,34.0536909,-118.242766,294.996,133700.0
17087,8,63000,year,"New York, NY",Junior Architect,Boutique,2-5,Yes,No Overtime,10.0,3000.0,Full-time,3-5,26-30,Female,No,Pratt Institute,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,67400.0
17086,6,47500,year,"Pensacola, FL",Junior Designer,Corporate,201-500,Yes,Unpaid Overtime,,,Full-time,3,26-30,Male,No,,,,2022-06-01,2022,30.421309,-87.2169149,294.996,50800.0
17084,10,48000,year,"New York, NY",Designer,,2-5,,,,,,2,21-25,Female,No,,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,51300.0
17083,5,58000,year,"Fayetteville, AR",Designer,Individual,16-30,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,No,Auburn University,,,2022-06-01,2022,36.0625843,-94.1574328,294.996,62000.0
17082,8,50000,year,Alabama,Intern,Boutique,6-10,Yes,No Overtime,7.0,,Full-time,2,21-25,Male,No,Auburn University,,,2022-06-01,2022,33.2588817,-86.8295337,294.996,53500.0
17081,8,50000,year,"Austin, TX",Intermediate Designer,Boutique,2-5,,No Overtime,18.0,,Full-time,3-5,26-30,Male,No,Kansas State University,Kansas State University,,2022-06-01,2022,30.2711286,-97.7436995,294.996,53500.0
17080,7,87000,year,"Seattle, WA",Associate,Corporate,501+,Yes,Unpaid Overtime,21.0,,Full-time,6-7,31-35,Male,No,University of Cincinnati,,,2022-06-01,2022,47.6038321,-122.330062,294.996,93000.0
17079,8,64480,year,"Cleveland, OH",Project Manager,Corporate,16-30,Yes,Unpaid Overtime,13.0,,Full-time,3-5,21-25,Male,Yes,Kent State University,Kent State University,,2022-06-01,2022,41.4996574,-81.6936772,294.996,69000.0
17077,8,66500,year,"Seattle, WA",Designer,Boutique,6-10,Yes,,15.0,,Full-time,3-5,26-30,Female,No,University of Florida,University of Washington,,2022-06-01,2022,47.6038321,-122.330062,294.996,71100.0
17076,8,102000,year,"New York, NY",Associate,,31-50,Yes,,,7500.0,,3-5,26-30,Male,Yes,University of Notre Dame,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,109100.0
17075,7,99000,year,"Denver, CO",Project Architect,Boutique,31-50,Yes,No Overtime,15.0,5000.0,Full-time,11-15,36-40,Male,Yes,University of Colorado at Boulder,Southern California Institute of Architecture (SCI-Arc),,2022-06-01,2022,39.7392364,-104.984862,294.996,105900.0
17074,6,65000,year,"Houston, TX",Junior Architect,Individual,6-10,Yes,Unpaid Overtime,36.0,3000.0,Full-time,3-5,26-30,Male,No,University of Houston,,,2022-06-01,2022,29.7589382,-95.3676974,294.996,69500.0
17072,3,29120,hour,"Miami, FL",Project Manager,Individual,2-5,,Unpaid Overtime,7.0,100.0,Full-time,2,21-25,Female,No,University of Florida,,,2022-06-01,2022,25.7741728,-80.19362,294.996,31100.0
17070,7,60000,year,"Somerville, MA",Designer,Boutique,11-15,Yes,,10.0,5000.0,Full-time,2,21-25,Male,No,"California Polytechnic State University, San Luis Obispo",,,2022-06-01,2022,42.3875968,-71.0994968,294.996,64200.0
17069,10,98000,year,"Philadelphia, PA",Project Manager,Corporate,501+,Yes,Unpaid Overtime,10.0,,Full-time,6-7,36-40,Female,Yes,The College of William & Mary,University of Pennsylvania,,2022-06-01,2022,39.9527237,-75.1635262,294.996,104800.0
17068,6,66000,year,"New Haven, CT",Project Architect,Corporate,31-50,Yes,Unpaid Overtime,16.0,10000.0,Full-time,3-5,26-30,Male,Yes,The Pennsylvania State University (Penn State),,,2022-06-01,2022,41.3082138,-72.9250518,294.996,70600.0
17067,7,78000,year,"New York, NY",Interior Designer,,16-30,Yes,,12.0,,,3-5,21-25,Female,No,,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,83400.0
17066,8,65000,year,"Denver, CO",Designer,Corporate,201-500,,Paid Overtime,18.0,,Full-time,3-5,26-30,Male,No,University at Buffalo,University at Buffalo,,2022-06-01,2022,39.7392364,-104.984862,294.996,69500.0
17065,5,66000,year,"Boston, MA",Designer,Boutique,6-10,Yes,No Overtime,14.0,,Full-time,3-5,26-30,Male,No,Boston University,Boston Architectural College (BAC),,2022-06-01,2022,42.3554334,-71.060511,294.996,70600.0
17063,9,56000,year,"Boston, MA",Designer,Boutique,16-30,Yes,Unpaid Overtime,10.0,,Full-time,< 1,26-30,Female,No,University of Florida,Massachusetts Institute of Technology (MIT),,2022-06-01,2022,42.3554334,-71.060511,294.996,59900.0
17062,6,77000,year,"Boulder, CO",Project Manager,,6-10,,Paid Overtime,10.0,4000.0,Full-time,8-10,31-35,Female,No,,,,2022-06-01,2022,40.0149856,-105.270545,294.996,82300.0
17061,8,56000,year,"Boston, MA",Designer,,501+,,,,,,1,21-25,Male,No,,,,2022-06-01,2022,42.3554334,-71.060511,294.996,59900.0
17059,8,83000,year,"New York, NY",Designer,Corporate,101-200,,Unpaid Overtime,20.0,5000.0,Full-time,6-7,31-35,Male,Yes,,Syracuse University,,2022-06-01,2022,40.7127281,-74.0060152,294.996,88800.0
17058,4,77500,year,"Chicago, IL",Designer,Boutique,31-50,Yes,No Overtime,10.0,,Full-time,3-5,31-35,Female,No,,,,2022-06-01,2022,41.8755616,-87.6244212,294.996,82900.0
17057,8,48000,year,"Tampa, FL",Designer,Boutique,6-10,,,10.0,,Full-time,< 1,26-30,Male,No,Auburn University,,,2022-06-01,2022,27.9477595,-82.458444,294.996,51300.0
17056,6,87000,year,"Dallas, TX",Project Architect,Corporate,501+,Yes,Unpaid Overtime,23.0,9000.0,Full-time,8-10,31-35,Male,Yes,,,,2022-06-01,2022,32.7762719,-96.7968559,294.996,93000.0
17052,8,70000,year,"Norwalk, CT",Project Manager,Boutique,11-15,Yes,No Overtime,,1750.0,Full-time,6-7,31-35,Female,No,,,,2022-06-01,2022,41.1175966,-73.4078968,294.996,74900.0
17051,6,115000,year,New York,Senior Architect,Starchitect,51-100,Yes,Unpaid Overtime,20.0,15000.0,Full-time,11-15,36-40,Male,No,Florida International University,University of Pennsylvania,,2022-06-01,2022,40.7127281,-74.0060152,294.996,123000.0
17050,5,33280,hour,"Cleveland, OH",Associate,Individual,6-10,,Paid Overtime,9.0,,Full-time,2,21-25,Male,No,Kent State University,,,2022-06-01,2022,41.4996574,-81.6936772,294.996,35600.0
17049,6,55000,year,"Columbus, OH",Associate,,31-50,,,,,,3,21-25,Female,No,,,,2022-06-01,2022,39.9622601,-83.0007065,294.996,58800.0
17048,7,77000,year,"New York, NY",Associate,Other,101-200,Yes,No Overtime,20.0,5000.0,Full-time,3-5,26-30,Female,No,University of San Diego,Clemson University,,2022-06-01,2022,40.7127281,-74.0060152,294.996,82300.0
17047,8,70000,year,"Portland, ME",Associate,,11-15,Yes,Paid Overtime,13.0,3000.0,Full-time,6-7,26-30,Male,Yes,,,,2022-06-01,2022,43.6573605,-70.2586618,294.996,74900.0
17044,8,106000,year,"Richmond, VA",Senior Architect,Boutique,31-50,Yes,No Overtime,22.0,10000.0,Full-time,21-25,41-45,Female,Yes,Virginia Polytechnic Institute and State University (Virginia Tech),,,2022-06-01,2022,37.5385087,-77.43428,294.996,113400.0
17043,6,85000,year,"Boulder, CO",Project Manager,Other,16-30,Yes,Unpaid Overtime,15.0,,Full-time,8-10,36-40,Male,No,,,,2022-06-01,2022,40.0149856,-105.270545,294.996,90900.0
17041,1,58000,year,"New York, NY",Junior Designer,Corporate,31-50,,Unpaid Overtime,10.0,,Full-time,2,26-30,Male,No,,Cornell University,,2022-06-01,2022,40.7127281,-74.0060152,294.996,62000.0
17039,4,80000,year,"Fayetteville, AR",Project Manager,,31-50,Yes,,,2500.0,Full-time,8-10,31-35,Male,Yes,,,,2022-06-01,2022,36.0625843,-94.1574328,294.996,85500.0
17038,3,80000,year,"Nashville, TN",Interior Architect,,101-200,,,,,,11-15,36-40,Male,No,,,,2022-06-01,2022,36.1622767,-86.7742984,294.996,85500.0
17037,7,57000,year,"Philadelphia, PA",Junior Architect,Corporate,501+,Yes,Unpaid Overtime,50.0,2000.0,Full-time,3-5,26-30,Female,No,The Pennsylvania State University (Penn State),,,2022-06-01,2022,39.9527237,-75.1635262,294.996,61000.0
17035,7,56000,year,"Kansas City, MO",Junior Architect,Corporate,501+,Yes,Paid Overtime,15.0,12000.0,,3,26-30,Female,No,Iowa State University,,,2022-06-01,2022,39.100105,-94.5781416,294.996,59900.0
17034,8,48000,year,"Minneapolis, MN",Associate,Boutique,16-30,Yes,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Female,No,,University of Minnesota-Twin Cities,,2022-06-01,2022,44.9772995,-93.2654692,294.996,51300.0
17032,7,74880,hour,"New York, NY",Designer,Boutique,11-15,Yes,Paid Overtime,10.0,4000.0,Full-time,3-5,26-30,Male,No,,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,80100.0
17031,7,82500,year,"New York, NY",Designer,Corporate,31-50,Yes,Unpaid Overtime,12.0,2000.0,Full-time,3-5,31-35,Male,No,University at Buffalo,University at Buffalo,,2022-06-01,2022,40.7127281,-74.0060152,294.996,88200.0
17028,8,65000,year,"New Orleans, LA",Designer,Boutique,6-10,Yes,,10.0,2000.0,Full-time,2,31-35,Female,No,,,,2022-06-01,2022,29.9759983,-90.0782127,294.996,69500.0
17025,7,60000,year,"Dayton, OH",Designer,Corporate,16-30,Yes,Unpaid Overtime,10.0,1200.0,Full-time,3-5,31-35,Male,No,University of Cincinnati,University of Cincinnati,,2022-06-01,2022,39.7589478,-84.1916069,294.996,64200.0
17023,7,72800,hour,"Pittsburgh, PA",Associate,Boutique,16-30,Yes,Paid Overtime,12.0,6000.0,Full-time,6-7,31-35,Male,No,Carnegie Mellon University,,,2022-06-01,2022,40.4416941,-79.9900861,294.996,77800.0
17022,5,37440,hour,"Pittsburgh, PA",Intern,Corporate,31-50,,No Overtime,,,Full-time,2,21-25,Male,No,University of Pittsburgh,Carnegie Mellon University,,2022-06-01,2022,40.4416941,-79.9900861,294.996,40000.0
17021,8,75000,year,"New York, NY",Senior Designer,Boutique,6-10,Yes,Unpaid Overtime,20.0,2000.0,Full-time,3-5,26-30,Male,No,,,,2022-06-01,2022,40.7127281,-74.0060152,294.996,80200.0
